,day_type,name,time,waiting_time
523,1,Bobbaan,12:45:00,5.0
524,1,Bobbaan,12:50:00,5.0
525,1,Bobbaan,12:55:00,5.0
526,1,Bobbaan,13:00:00,5.0
527,1,Bobbaan,13:05:00,5.0
528,1,Bobbaan,13:10:00,0.0
529,1,Bobbaan,13:15:00,0.0
530,1,Bobbaan,13:20:00,5.0
531,1,Bobbaan,13:25:00,5.0
532,1,Bobbaan,13:30:00,5.0
533,1,Bobbaan,13:35:00,5.0
534,1,Bobbaan,13:40:00,10.0
535,1,Bobbaan,13:45:00,10.0
536,1,Bobbaan,13:50:00,10.0
537,1,Bobbaan,13:55:00,10.0
538,1,Bobbaan,14:00:00,10.0
539,1,Bobbaan,14:05:00,10.0
540,1,Bobbaan,14:10:00,10.0
541,1,Bobbaan,14:15:00,10.0
542,1,Bobbaan,14:20:00,10.0
543,1,Bobbaan,14:25:00,10.0
544,1,Bobbaan,14:30:00,10.0
545,1,Bobbaan,14:35:00,15.0
546,1,Bobbaan,14:40:00,20.0
547,1,Bobbaan,14:45:00,15.0
548,1,Bobbaan,14:50:00,15.0
549,1,Bobbaan,14:55:00,15.0
550,1,Bobbaan,15:00:00,15.0
551,1,Bobbaan,15:05:00,15.0
552,1,Bobbaan,15:10:00,20.0
553,1,Bobbaan,15:15:00,20.0
554,1,Bobbaan,15:20:00,20.0
555,1,Bobbaan,15:25:00,20.0
556,1,Bobbaan,15:30:00,20.0
557,1,Bobbaan,15:35:00,20.0
558,1,Bobbaan,15:40:00,25.0
559,1,Bobbaan,15:45:00,25.0
560,1,Bobbaan,15:50:00,25.0
561,1,Bobbaan,15:55:00,25.0
562,1,Bobbaan,16:00:00,15.0
563,1,Bobbaan,16:05:00,15.0
564,1,Bobbaan,16:10:00,15.0
565,1,Bobbaan,16:15:00,15.0
566,1,Bobbaan,16:20:00,15.0
567,1,Bobbaan,16:25:00,10.0
568,1,Bobbaan,16:30:00,10.0
569,1,Bobbaan,16:35:00,10.0
570,1,Bobbaan,16:40:00,15.0
571,1,Bobbaan,16:45:00,15.0
572,1,Bobbaan,16:50:00,15.0
573,1,Bobbaan,16:55:00,15.0
574,1,Bobbaan,17:00:00,15.0
575,1,Bobbaan,17:05:00,10.0
576,1,Bobbaan,17:10:00,10.0
577,1,Bobbaan,17:15:00,10.0
578,1,Bobbaan,17:20:00,10.0
579,1,Bobbaan,17:25:00,10.0
580,1,Bobbaan,17:30:00,10.0
581,1,Bobbaan,17:35:00,10.0
582,1,Bobbaan,17:40:00,10.0
583,1,Bobbaan,17:45:00,10.0
584,1,Bobbaan,17:50:00,10.0
585,1,Bobbaan,17:55:00,0.0
586,1,Bobbaan,18:00:00,0.0
587,1,Bobbaan,18:05:00,0.0
588,1,Bobbaan,18:10:00,0.0
589,1,Bobbaan,18:15:00,0.0
590,1,Bobbaan(Singleriders),08:30:00,0.0
591,1,Bobbaan(Singleriders),08:35:00,0.0
592,1,Bobbaan(Singleriders),08:40:00,0.0
593,1,Bobbaan(Singleriders),08:45:00,0.0
594,1,Bobbaan(Singleriders),08:50:00,0.0
595,1,Bobbaan(Singleriders),08:55:00,0.0
596,1,Bobbaan(Singleriders),09:00:00,0.0
597,1,Bobbaan(Singleriders),09:05:00,0.0
