;date;hour;name;waiting_time;;gemiddelde wachttijd;standaardafwijking;gemiddelde/dag
864;06/11/2016;11:40:00;JorisendeDraak;5;;19,38;16,35;
865;06/11/2016;11:45:00;JorisendeDraak;5;;20,63;17,41;
866;06/11/2016;11:50:00;JorisendeDraak;5;;21,88;17,31;
867;06/11/2016;11:55:00;JorisendeDraak;5;;21,88;17,31;
868;06/11/2016;12:00:00;JorisendeDraak;5;;20,63;17,41;
869;06/11/2016;12:05:00;JorisendeDraak;5;;21,88;18,70;
870;06/11/2016;12:10:00;JorisendeDraak;5;;21,88;18,70;
871;06/11/2016;12:15:00;JorisendeDraak;10;;21,25;19,41;
872;06/11/2016;12:20:00;JorisendeDraak;10;;21,25;19,41;
873;06/11/2016;12:25:00;JorisendeDraak;10;;21,25;19,41;
874;06/11/2016;12:30:00;JorisendeDraak;10;;21,88;18,70;
875;06/11/2016;12:35:00;JorisendeDraak;10;;20,63;18,41;
876;06/11/2016;12:40:00;JorisendeDraak;10;;20,63;18,41;
877;06/11/2016;12:45:00;JorisendeDraak;10;;21,25;17,88;
878;06/11/2016;12:50:00;JorisendeDraak;10;;21,88;18,89;
879;06/11/2016;12:55:00;JorisendeDraak;10;;21,88;17,10;
880;06/11/2016;13:00:00;JorisendeDraak;10;;21,88;17,10;
881;06/11/2016;13:05:00;JorisendeDraak;10;;21,88;17,10;
882;06/11/2016;13:10:00;JorisendeDraak;10;;18,75;15,53;
883;06/11/2016;13:15:00;JorisendeDraak;10;;20,00;15,58;
884;06/11/2016;13:20:00;JorisendeDraak;10;;21,25;16,85;
885;06/11/2016;13:25:00;JorisendeDraak;10;;21,25;16,85;
886;06/11/2016;13:30:00;JorisendeDraak;10;;20,63;16,57;
887;06/11/2016;13:35:00;JorisendeDraak;10;;20,63;16,57;
888;06/11/2016;13:40:00;JorisendeDraak;5;;20,00;17,11;
889;06/11/2016;13:45:00;JorisendeDraak;5;;20,00;17,11;
890;06/11/2016;13:50:00;JorisendeDraak;5;;20,00;17,11;
891;06/11/2016;13:55:00;JorisendeDraak;5;;20,00;17,53;
892;06/11/2016;14:00:00;JorisendeDraak;5;;21,25;17,88;
893;06/11/2016;14:05:00;JorisendeDraak;5;;21,25;17,88;
894;06/11/2016;14:10:00;JorisendeDraak;5;;21,25;17,88;
895;06/11/2016;14:15:00;JorisendeDraak;5;;20,63;18,02;
896;06/11/2016;14:20:00;JorisendeDraak;5;;20,63;18,02;
897;06/11/2016;14:25:00;JorisendeDraak;5;;20,63;18,02;
898;06/11/2016;14:30:00;JorisendeDraak;5;;21,88;20,17;
899;06/11/2016;14:35:00;JorisendeDraak;5;;22,50;20,00;
900;06/11/2016;14:40:00;JorisendeDraak;5;;21,88;19,63;
901;06/11/2016;14:45:00;JorisendeDraak;5;;21,88;19,63;
902;06/11/2016;14:50:00;JorisendeDraak;5;;22,50;19,64;
903;06/11/2016;14:55:00;JorisendeDraak;5;;23,13;19,81;
904;06/11/2016;15:00:00;JorisendeDraak;5;;23,13;19,81;
905;06/11/2016;15:05:00;JorisendeDraak;5;;20,63;16,13;
906;06/11/2016;15:10:00;JorisendeDraak;5;;20,63;16,13;
907;06/11/2016;15:15:00;JorisendeDraak;10;;19,38;15,22;
908;06/11/2016;15:20:00;JorisendeDraak;10;;18,75;14,08;
909;06/11/2016;15:25:00;JorisendeDraak;10;;19,38;14,99;
910;06/11/2016;15:30:00;JorisendeDraak;10;;20,00;16,04;
911;06/11/2016;15:35:00;JorisendeDraak;10;;20,00;16,04;
912;06/11/2016;15:40:00;JorisendeDraak;10;;20,00;16,04;
913;06/11/2016;15:45:00;JorisendeDraak;10;;20,63;15,91;
914;06/11/2016;15:50:00;JorisendeDraak;15;;21,88;14,87;
915;06/11/2016;15:55:00;JorisendeDraak;15;;22,50;14,39;
916;06/11/2016;16:00:00;JorisendeDraak;15;;22,50;13,36;
917;06/11/2016;16:05:00;JorisendeDraak;15;;22,50;13,36;
918;06/11/2016;16:10:00;JorisendeDraak;15;;22,50;13,36;
919;06/11/2016;16:15:00;JorisendeDraak;15;;22,50;13,36;
920;06/11/2016;16:20:00;JorisendeDraak;15;;22,50;13,36;
921;06/11/2016;16:25:00;JorisendeDraak;15;;21,88;13,35;
922;06/11/2016;16:30:00;JorisendeDraak;15;;21,88;13,35;
923;06/11/2016;16:35:00;JorisendeDraak;15;;21,25;13,82;
924;06/11/2016;16:40:00;JorisendeDraak;15;;21,88;14,38;
925;06/11/2016;16:45:00;JorisendeDraak;10;;20,63;13,74;
926;06/11/2016;16:50:00;JorisendeDraak;10;;20,00;13,09;
927;06/11/2016;16:55:00;JorisendeDraak;10;;20,63;12,94;
928;06/11/2016;17:00:00;JorisendeDraak;10;;20,63;12,94;
929;06/11/2016;17:05:00;JorisendeDraak;10;;20,00;12,54;
930;06/11/2016;17:10:00;JorisendeDraak;10;;20,63;12,94;
931;06/11/2016;17:15:00;JorisendeDraak;10;;19,38;12,37;
932;06/11/2016;17:20:00;JorisendeDraak;10;;19,38;12,37;
933;06/11/2016;17:25:00;JorisendeDraak;10;;19,38;13,48;
934;06/11/2016;17:30:00;JorisendeDraak;10;;19,38;13,48;
935;06/11/2016;17:35:00;JorisendeDraak;10;;21,25;13,82;
936;06/11/2016;17:40:00;JorisendeDraak;10;;12,50;12,25;
937;06/11/2016;17:45:00;JorisendeDraak;5;;9,38;12,37;
938;06/11/2016;17:50:00;JorisendeDraak;5;;7,50;11,02;
939;06/11/2016;17:55:00;JorisendeDraak;5;;6,25;10,26;
940;06/11/2016;18:00:00;JorisendeDraak;0;;1,88;5,30;
941;06/11/2016;18:05:00;JorisendeDraak;0;;0,00;0,00;
942;06/11/2016;18:10:00;JorisendeDraak;0;;0,00;0,00;
943;06/11/2016;18:15:00;JorisendeDraak;0;;0,00;0,00;
944;06/11/2016;08:30:00;Baron1898;0;;0,00;0,00;
945;06/11/2016;08:35:00;Baron1898;0;;0,00;0,00;
946;06/11/2016;08:40:00;Baron1898;0;;0,00;0,00;
947;06/11/2016;08:45:00;Baron1898;0;;0,00;0,00;
948;06/11/2016;08:50:00;Baron1898;0;;0,00;0,00;
949;06/11/2016;08:55:00;Baron1898;0;;0,00;0,00;
950;06/11/2016;09:00:00;Baron1898;0;;0,00;0,00;
951;06/11/2016;09:05:00;Baron1898;0;;0,00;0,00;
952;06/11/2016;09:10:00;Baron1898;0;;0,00;0,00;
953;06/11/2016;09:15:00;Baron1898;0;;0,00;0,00;
954;06/11/2016;09:20:00;Baron1898;0;;0,00;0,00;
955;06/11/2016;09:25:00;Baron1898;0;;0,00;0,00;
956;06/11/2016;09:30:00;Baron1898;0;;0,00;0,00;
957;06/11/2016;09:35:00;Baron1898;0;;0,00;0,00;
958;06/11/2016;09:40:00;Baron1898;0;;0,00;0,00;
959;06/11/2016;09:45:00;Baron1898;0;;0,00;0,00;
960;06/11/2016;09:50:00;Baron1898;0;;0,00;0,00;
961;06/11/2016;09:55:00;Baron1898;0;;1,88;3,72;
962;06/11/2016;10:00:00;Baron1898;0;;4,38;6,78;
963;06/11/2016;10:05:00;Baron1898;5;;6,25;6,41;
964;06/11/2016;10:10:00;Baron1898;0;;11,88;9,61;
965;06/11/2016;10:15:00;Baron1898;0;;13,75;13,82;
966;06/11/2016;10:20:00;Baron1898;0;;16,25;17,47;
967;06/11/2016;10:25:00;Baron1898;0;;18,13;21,87;
968;06/11/2016;10:30:00;Baron1898;0;;20,00;23,75;
969;06/11/2016;10:35:00;Baron1898;0;;21,25;22,95;
970;06/11/2016;10:40:00;Baron1898;0;;23,13;24,78;
971;06/11/2016;10:45:00;Baron1898;0;;22,50;22,83;
972;06/11/2016;10:50:00;Baron1898;0;;22,50;22,83;
973;06/11/2016;10:55:00;Baron1898;0;;22,50;22,83;
974;06/11/2016;11:00:00;Baron1898;5;;24,38;24,70;
975;06/11/2016;11:05:00;Baron1898;5;;25,00;24,78;
976;06/11/2016;11:10:00;Baron1898;5;;25,00;24,78;
977;06/11/2016;11:15:00;Baron1898;5;;23,75;22,32;
978;06/11/2016;11:20:00;Baron1898;5;;25,63;23,67;
979;06/11/2016;11:25:00;Baron1898;5;;25,00;23,60;
980;06/11/2016;11:30:00;Baron1898;5;;24,38;24,12;
981;06/11/2016;11:35:00;Baron1898;5;;24,38;24,70;
982;06/11/2016;11:40:00;Baron1898;5;;25,63;25,28;
983;06/11/2016;11:45:00;Baron1898;5;;26,25;24,75;
984;06/11/2016;11:50:00;Baron1898;5;;25,63;24,85;
985;06/11/2016;11:55:00;Baron1898;5;;25,63;24,85;
986;06/11/2016;12:00:00;Baron1898;5;;25,63;24,85;
987;06/11/2016;12:05:00;Baron1898;10;;23,13;21,03;
988;06/11/2016;12:10:00;Baron1898;10;;22,50;21,71;
989;06/11/2016;12:15:00;Baron1898;10;;23,13;23,29;
990;06/11/2016;12:20:00;Baron1898;10;;24,38;25,13;
991;06/11/2016;12:25:00;Baron1898;10;;23,13;23,29;
992;06/11/2016;12:30:00;Baron1898;10;;23,13;19,99;
993;06/11/2016;12:35:00;Baron1898;10;;23,13;19,99;
994;06/11/2016;12:40:00;Baron1898;10;;23,13;19,99;
995;06/11/2016;12:45:00;Baron1898;10;;23,13;19,99;
996;06/11/2016;12:50:00;Baron1898;10;;22,50;20,53;
997;06/11/2016;12:55:00;Baron1898;10;;23,75;22,64;
998;06/11/2016;13:00:00;Baron1898;10;;23,75;22,64;
999;06/11/2016;13:05:00;Baron1898;0;;22,50;23,75;
1000;06/11/2016;13:10:00;Baron1898;0;;20,00;20,70;
1001;06/11/2016;13:15:00;Baron1898;0;;18,75;18,85;
1002;06/11/2016;13:20:00;Baron1898;0;;18,75;18,85;
1003;06/11/2016;13:25:00;Baron1898;0;;18,75;18,85;
1004;06/11/2016;13:30:00;Baron1898;0;;17,50;17,53;
1005;06/11/2016;13:35:00;Baron1898;0;;17,50;17,53;
1006;06/11/2016;13:40:00;Baron1898;0;;16,88;18,11;
1007;06/11/2016;13:45:00;Baron1898;0;;16,25;18,27;
1008;06/11/2016;13:50:00;Baron1898;0;;16,25;18,27;
1009;06/11/2016;13:55:00;Baron1898;0;;16,25;18,27;
1010;06/11/2016;14:00:00;Baron1898;0;;15,63;18,60;
1011;06/11/2016;14:05:00;Baron1898;0;;13,13;15,10;
1012;06/11/2016;14:10:00;Baron1898;0;;13,13;15,10;
1013;06/11/2016;14:15:00;Baron1898;0;;13,13;16,89;
1014;06/11/2016;14:20:00;Baron1898;10;;15,00;16,48;
1015;06/11/2016;14:25:00;Baron1898;10;;15,63;16,13;
1016;06/11/2016;14:30:00;Baron1898;10;;15,63;16,13;
1017;06/11/2016;14:35:00;Baron1898;10;;15,63;16,13;
1018;06/11/2016;14:40:00;Baron1898;10;;15,63;16,13;
1019;06/11/2016;14:45:00;Baron1898;10;;15,63;16,13;
1020;06/11/2016;14:50:00;Baron1898;10;;15,00;16,48;
1021;06/11/2016;14:55:00;Baron1898;10;;14,38;13,21;
1022;06/11/2016;15:00:00;Baron1898;10;;14,38;13,21;
1023;06/11/2016;15:05:00;Baron1898;10;;14,38;14,25;
1024;06/11/2016;15:10:00;Baron1898;10;;14,38;14,25;
1025;06/11/2016;15:15:00;Baron1898;10;;14,38;14,25;
1026;06/11/2016;15:20:00;Baron1898;10;;15,00;13,89;
1027;06/11/2016;15:25:00;Baron1898;10;;15,00;13,89;
1028;06/11/2016;15:30:00;Baron1898;10;;15,00;13,89;
1029;06/11/2016;15:35:00;Baron1898;10;;15,00;13,89;
1030;06/11/2016;15:40:00;Baron1898;10;;15,00;13,89;
1031;06/11/2016;15:45:00;Baron1898;10;;15,00;13,89;
1032;06/11/2016;15:50:00;Baron1898;10;;14,38;13,74;
1033;06/11/2016;15:55:00;Baron1898;10;;14,38;13,74;
1034;06/11/2016;16:00:00;Baron1898;10;;15,00;13,63;
1035;06/11/2016;16:05:00;Baron1898;10;;15,00;13,63;
1036;06/11/2016;16:10:00;Baron1898;10;;15,00;13,63;
1037;06/11/2016;16:15:00;Baron1898;10;;15,00;13,63;
1038;06/11/2016;16:20:00;Baron1898;10;;15,00;13,63;
1039;06/11/2016;16:25:00;Baron1898;5;;13,75;13,30;
1040;06/11/2016;16:30:00;Baron1898;5;;13,13;12,80;
1041;06/11/2016;16:35:00;Baron1898;0;;14,38;16,57;
1042;06/11/2016;16:40:00;Baron1898;0;;14,38;16,57;
1043;06/11/2016;16:45:00;Baron1898;0;;13,75;14,58;
1044;06/11/2016;16:50:00;Baron1898;0;;13,75;14,58;
1045;06/11/2016;16:55:00;Baron1898;0;;12,50;13,36;
1046;06/11/2016;17:00:00;Baron1898;0;;12,50;13,36;
1047;06/11/2016;17:05:00;Baron1898;0;;12,50;13,36;
1048;06/11/2016;17:10:00;Baron1898;0;;10,63;14,00;
1049;06/11/2016;17:15:00;Baron1898;0;;10,63;14,00;
1050;06/11/2016;17:20:00;Baron1898;0;;11,88;15,34;
1051;06/11/2016;17:25:00;Baron1898;0;;12,50;15,58;
1052;06/11/2016;17:30:00;Baron1898;0;;10,00;15,81;
1053;06/11/2016;17:35:00;Baron1898;0;;9,38;14,99;
1054;06/11/2016;17:40:00;Baron1898;0;;9,38;14,99;
1055;06/11/2016;17:45:00;Baron1898;0;;7,50;11,34;
1056;06/11/2016;17:50:00;Baron1898;0;;6,25;11,88;
1057;06/11/2016;17:55:00;Baron1898;0;;4,38;9,04;
1058;06/11/2016;18:00:00;Baron1898;0;;3,13;8,84;
1059;06/11/2016;18:05:00;Baron1898;0;;0,00;0,00;
1060;06/11/2016;18:10:00;Baron1898;0;;0,00;0,00;
1061;06/11/2016;18:15:00;Baron1898;0;;0,00;0,00;
1062;06/11/2016;08:30:00;Baron1898(Singleriders);0;;0,00;0,00;
1063;06/11/2016;08:35:00;Baron1898(Singleriders);0;;0,00;0,00;
1064;06/11/2016;08:40:00;Baron1898(Singleriders);0;;0,00;0,00;
1065;06/11/2016;08:45:00;Baron1898(Singleriders);0;;0,00;0,00;
1066;06/11/2016;08:50:00;Baron1898(Singleriders);0;;0,00;0,00;
1067;06/11/2016;08:55:00;Baron1898(Singleriders);0;;0,00;0,00;
1068;06/11/2016;09:00:00;Baron1898(Singleriders);0;;0,00;0,00;
1069;06/11/2016;09:05:00;Baron1898(Singleriders);0;;0,00;0,00;
1070;06/11/2016;09:10:00;Baron1898(Singleriders);0;;0,00;0,00;
1071;06/11/2016;09:15:00;Baron1898(Singleriders);0;;0,00;0,00;
1072;06/11/2016;09:20:00;Baron1898(Singleriders);0;;0,00;0,00;
1073;06/11/2016;09:25:00;Baron1898(Singleriders);0;;0,00;0,00;
1074;06/11/2016;09:30:00;Baron1898(Singleriders);0;;0,00;0,00;
1075;06/11/2016;09:35:00;Baron1898(Singleriders);0;;0,00;0,00;
1076;06/11/2016;09:40:00;Baron1898(Singleriders);0;;0,00;0,00;
1077;06/11/2016;09:45:00;Baron1898(Singleriders);0;;0,00;0,00;
1078;06/11/2016;09:50:00;Baron1898(Singleriders);0;;0,00;0,00;
1079;06/11/2016;09:55:00;Baron1898(Singleriders);0;;1,25;2,31;
1080;06/11/2016;10:00:00;Baron1898(Singleriders);0;;1,25;2,31;
1081;06/11/2016;10:05:00;Baron1898(Singleriders);0;;2,50;5,35;
1082;06/11/2016;10:10:00;Baron1898(Singleriders);0;;5,63;6,78;
1083;06/11/2016;10:15:00;Baron1898(Singleriders);0;;8,13;7,99;
1084;06/11/2016;10:20:00;Baron1898(Singleriders);0;;8,75;10,26;
1085;06/11/2016;10:25:00;Baron1898(Singleriders);0;;8,75;10,26;
1086;06/11/2016;10:30:00;Baron1898(Singleriders);0;;11,25;16,64;
1087;06/11/2016;10:35:00;Baron1898(Singleriders);0;;13,13;17,10;
1088;06/11/2016;10:40:00;Baron1898(Singleriders);0;;13,13;17,10;
1089;06/11/2016;10:45:00;Baron1898(Singleriders);0;;16,25;19,78;
1090;06/11/2016;10:50:00;Baron1898(Singleriders);0;;16,25;19,78;
1091;06/11/2016;10:55:00;Baron1898(Singleriders);0;;16,25;19,78;
1092;06/11/2016;11:00:00;Baron1898(Singleriders);0;;15,63;14,74;
1093;06/11/2016;11:05:00;Baron1898(Singleriders);0;;15,63;14,74;
1094;06/11/2016;11:10:00;Baron1898(Singleriders);0;;14,38;15,22;
1095;06/11/2016;11:15:00;Baron1898(Singleriders);0;;16,88;20,17;
1096;06/11/2016;11:20:00;Baron1898(Singleriders);0;;15,00;18,32;
1097;06/11/2016;11:25:00;Baron1898(Singleriders);0;;15,00;18,32;
1098;06/11/2016;11:30:00;Baron1898(Singleriders);0;;16,88;17,10;
1099;06/11/2016;11:35:00;Baron1898(Singleriders);0;;14,38;16,35;
1100;06/11/2016;11:40:00;Baron1898(Singleriders);0;;18,13;22,67;
1101;06/11/2016;11:45:00;Baron1898(Singleriders);0;;19,38;20,43;
1102;06/11/2016;11:50:00;Baron1898(Singleriders);0;;18,13;17,72;
1103;06/11/2016;11:55:00;Baron1898(Singleriders);0;;18,13;17,72;
1104;06/11/2016;12:00:00;Baron1898(Singleriders);0;;15,63;13,48;
1105;06/11/2016;12:05:00;Baron1898(Singleriders);0;;16,25;15,75;
1106;06/11/2016;12:10:00;Baron1898(Singleriders);0;;18,75;17,88;
1107;06/11/2016;12:15:00;Baron1898(Singleriders);0;;18,75;17,88;
1108;06/11/2016;12:20:00;Baron1898(Singleriders);0;;19,38;19,54;
1109;06/11/2016;12:25:00;Baron1898(Singleriders);0;;20,63;21,29;
1110;06/11/2016;12:30:00;Baron1898(Singleriders);0;;21,25;20,83;
1111;06/11/2016;12:35:00;Baron1898(Singleriders);0;;16,88;21,03;
1112;06/11/2016;12:40:00;Baron1898(Singleriders);0;;16,88;21,54;
1113;06/11/2016;12:45:00;Baron1898(Singleriders);0;;15,63;19,54;
1114;06/11/2016;12:50:00;Baron1898(Singleriders);0;;16,25;19,04;
1115;06/11/2016;12:55:00;Baron1898(Singleriders);0;;15,00;19,09;
1116;06/11/2016;13:00:00;Baron1898(Singleriders);0;;14,38;19,35;
1117;06/11/2016;13:05:00;Baron1898(Singleriders);0;;15,63;19,35;
1118;06/11/2016;13:10:00;Baron1898(Singleriders);0;;15,63;19,35;
1119;06/11/2016;13:15:00;Baron1898(Singleriders);0;;16,88;19,99;
1120;06/11/2016;13:20:00;Baron1898(Singleriders);0;;18,13;21,20;
1121;06/11/2016;13:25:00;Baron1898(Singleriders);0;;18,75;20,83;
1122;06/11/2016;13:30:00;Baron1898(Singleriders);0;;18,75;20,83;
1123;06/11/2016;13:35:00;Baron1898(Singleriders);0;;16,25;17,47;
1124;06/11/2016;13:40:00;Baron1898(Singleriders);0;;19,38;21,12;
1125;06/11/2016;13:45:00;Baron1898(Singleriders);0;;18,75;21,17;
1126;06/11/2016;13:50:00;Baron1898(Singleriders);0;;18,75;21,17;
1127;06/11/2016;13:55:00;Baron1898(Singleriders);0;;19,38;21,12;
1128;06/11/2016;14:00:00;Baron1898(Singleriders);0;;16,88;19,45;
1129;06/11/2016;14:05:00;Baron1898(Singleriders);0;;15,63;19,54;
1130;06/11/2016;14:10:00;Baron1898(Singleriders);0;;12,50;15,58;
1131;06/11/2016;14:15:00;Baron1898(Singleriders);0;;13,75;17,47;
1132;06/11/2016;14:20:00;Baron1898(Singleriders);0;;13,13;15,34;
1133;06/11/2016;14:25:00;Baron1898(Singleriders);0;;13,13;15,34;
1134;06/11/2016;14:30:00;Baron1898(Singleriders);0;;13,13;15,34;
1135;06/11/2016;14:35:00;Baron1898(Singleriders);0;;13,13;15,34;
1136;06/11/2016;14:40:00;Baron1898(Singleriders);0;;13,13;15,34;
1137;06/11/2016;14:45:00;Baron1898(Singleriders);0;;14,38;16,35;
1138;06/11/2016;14:50:00;Baron1898(Singleriders);0;;11,88;15,10;
1139;06/11/2016;14:55:00;Baron1898(Singleriders);0;;13,13;15,34;
1140;06/11/2016;15:00:00;Baron1898(Singleriders);0;;11,88;13,08;
1141;06/11/2016;15:05:00;Baron1898(Singleriders);0;;11,88;13,08;
1142;06/11/2016;15:10:00;Baron1898(Singleriders);0;;13,13;15,34;
1143;06/11/2016;15:15:00;Baron1898(Singleriders);0;;13,13;15,34;
1144;06/11/2016;15:20:00;Baron1898(Singleriders);0;;11,88;14,13;
1145;06/11/2016;15:25:00;Baron1898(Singleriders);0;;13,13;15,34;
1146;06/11/2016;15:30:00;Baron1898(Singleriders);0;;13,13;15,34;
1147;06/11/2016;15:35:00;Baron1898(Singleriders);0;;11,88;13,08;
1148;06/11/2016;15:40:00;Baron1898(Singleriders);0;;11,88;13,08;
1149;06/11/2016;15:45:00;Baron1898(Singleriders);0;;11,88;13,08;
1150;06/11/2016;15:50:00;Baron1898(Singleriders);0;;10,63;11,48;
1151;06/11/2016;15:55:00;Baron1898(Singleriders);0;;13,13;17,10;
1152;06/11/2016;16:00:00;Baron1898(Singleriders);0;;13,13;17,10;
1153;06/11/2016;16:05:00;Baron1898(Singleriders);0;;13,13;17,10;
1154;06/11/2016;16:10:00;Baron1898(Singleriders);0;;13,13;16,46;
1155;06/11/2016;16:15:00;Baron1898(Singleriders);0;;13,13;16,46;
1156;06/11/2016;16:20:00;Baron1898(Singleriders);0;;15,63;18,98;
1157;06/11/2016;16:25:00;Baron1898(Singleriders);0;;13,13;14,62;
1158;06/11/2016;16:30:00;Baron1898(Singleriders);0;;13,13;14,62;
1159;06/11/2016;16:35:00;Baron1898(Singleriders);0;;14,38;17,41;
1160;06/11/2016;16:40:00;Baron1898(Singleriders);0;;14,38;17,41;
1161;06/11/2016;16:45:00;Baron1898(Singleriders);0;;14,38;17,41;
1162;06/11/2016;16:50:00;Baron1898(Singleriders);0;;11,88;12,23;
1163;06/11/2016;16:55:00;Baron1898(Singleriders);0;;13,13;13,08;
1164;06/11/2016;17:00:00;Baron1898(Singleriders);0;;13,13;13,08;
1165;06/11/2016;17:05:00;Baron1898(Singleriders);0;;10,63;11,16;
1166;06/11/2016;17:10:00;Baron1898(Singleriders);0;;9,38;11,78;
1167;06/11/2016;17:15:00;Baron1898(Singleriders);0;;8,13;10,33;
1168;06/11/2016;17:20:00;Baron1898(Singleriders);0;;9,38;12,37;
1169;06/11/2016;17:25:00;Baron1898(Singleriders);0;;9,38;12,37;
1170;06/11/2016;17:30:00;Baron1898(Singleriders);0;;7,50;12,54;
1171;06/11/2016;17:35:00;Baron1898(Singleriders);0;;7,50;12,54;
1172;06/11/2016;17:40:00;Baron1898(Singleriders);0;;7,50;14,14;
1173;06/11/2016;17:45:00;Baron1898(Singleriders);0;;6,88;13,87;
1174;06/11/2016;17:50:00;Baron1898(Singleriders);0;;6,25;14,08;
1175;06/11/2016;17:55:00;Baron1898(Singleriders);0;;5,63;14,00;
1176;06/11/2016;18:00:00;Baron1898(Singleriders);0;;5,00;14,14;
1177;06/11/2016;18:05:00;Baron1898(Singleriders);0;;0,00;0,00;
1178;06/11/2016;18:10:00;Baron1898(Singleriders);0;;0,00;0,00;
1179;06/11/2016;18:15:00;Baron1898(Singleriders);0;;0,00;0,00;
1180;06/11/2016;08:30:00;Baron1898(Frontrow);0;;0,00;0,00;
1181;06/11/2016;08:35:00;Baron1898(Frontrow);0;;0,00;0,00;
1182;06/11/2016;08:40:00;Baron1898(Frontrow);0;;0,00;0,00;
1183;06/11/2016;08:45:00;Baron1898(Frontrow);0;;0,00;0,00;
1184;06/11/2016;08:50:00;Baron1898(Frontrow);0;;0,00;0,00;
1185;06/11/2016;08:55:00;Baron1898(Frontrow);0;;0,00;0,00;
1186;06/11/2016;09:00:00;Baron1898(Frontrow);0;;0,00;0,00;
1187;06/11/2016;09:05:00;Baron1898(Frontrow);0;;0,00;0,00;
1188;06/11/2016;09:10:00;Baron1898(Frontrow);0;;0,00;0,00;
1189;06/11/2016;09:15:00;Baron1898(Frontrow);0;;0,00;0,00;
1190;06/11/2016;09:20:00;Baron1898(Frontrow);0;;0,00;0,00;
1191;06/11/2016;09:25:00;Baron1898(Frontrow);0;;0,00;0,00;
1192;06/11/2016;09:30:00;Baron1898(Frontrow);0;;0,00;0,00;
1193;06/11/2016;09:35:00;Baron1898(Frontrow);0;;0,00;0,00;
1194;06/11/2016;09:40:00;Baron1898(Frontrow);0;;0,00;0,00;
1195;06/11/2016;09:45:00;Baron1898(Frontrow);0;;0,00;0,00;
1196;06/11/2016;09:50:00;Baron1898(Frontrow);0;;0,00;0,00;
1197;06/11/2016;09:55:00;Baron1898(Frontrow);0;;5,00;10,35;
1198;06/11/2016;10:00:00;Baron1898(Frontrow);0;;8,75;9,91;
1199;06/11/2016;10:05:00;Baron1898(Frontrow);5;;13,13;7,99;
1200;06/11/2016;10:10:00;Baron1898(Frontrow);0;;18,75;12,75;
1201;06/11/2016;10:15:00;Baron1898(Frontrow);0;;23,75;17,88;
1202;06/11/2016;10:20:00;Baron1898(Frontrow);0;;26,25;21,51;
1203;06/11/2016;10:25:00;Baron1898(Frontrow);0;;27,50;26,19;
1204;06/11/2016;10:30:00;Baron1898(Frontrow);0;;29,38;27,96;
1205;06/11/2016;10:35:00;Baron1898(Frontrow);0;;29,38;27,96;
1206;06/11/2016;10:40:00;Baron1898(Frontrow);0;;29,38;28,47;
1207;06/11/2016;10:45:00;Baron1898(Frontrow);0;;30,63;28,72;
1208;06/11/2016;10:50:00;Baron1898(Frontrow);0;;31,25;28,13;
1209;06/11/2016;10:55:00;Baron1898(Frontrow);0;;31,25;28,13;
1210;06/11/2016;11:00:00;Baron1898(Frontrow);0;;32,50;30,24;
1211;06/11/2016;11:05:00;Baron1898(Frontrow);0;;34,38;32,12;
1212;06/11/2016;11:10:00;Baron1898(Frontrow);5;;35,00;31,51;
1213;06/11/2016;11:15:00;Baron1898(Frontrow);5;;33,13;29,51;
1214;06/11/2016;11:20:00;Baron1898(Frontrow);5;;34,38;31,45;
1215;06/11/2016;11:25:00;Baron1898(Frontrow);5;;34,38;31,45;
1216;06/11/2016;11:30:00;Baron1898(Frontrow);5;;36,25;29,85;
1217;06/11/2016;11:35:00;Baron1898(Frontrow);5;;36,25;30,33;
1218;06/11/2016;11:40:00;Baron1898(Frontrow);5;;38,75;31,48;
1219;06/11/2016;11:45:00;Baron1898(Frontrow);5;;40,00;30,36;
1220;06/11/2016;11:50:00;Baron1898(Frontrow);5;;38,75;30,56;
1221;06/11/2016;11:55:00;Baron1898(Frontrow);5;;38,13;31,05;
1222;06/11/2016;12:00:00;Baron1898(Frontrow);5;;38,13;31,05;
1223;06/11/2016;12:05:00;Baron1898(Frontrow);10;;35,63;27,05;
1224;06/11/2016;12:10:00;Baron1898(Frontrow);10;;35,00;27,26;
1225;06/11/2016;12:15:00;Baron1898(Frontrow);10;;32,50;23,75;
1226;06/11/2016;12:20:00;Baron1898(Frontrow);10;;36,88;31,16;
1227;06/11/2016;12:25:00;Baron1898(Frontrow);10;;35,63;29,33;
1228;06/11/2016;12:30:00;Baron1898(Frontrow);10;;33,75;27,87;
1229;06/11/2016;12:35:00;Baron1898(Frontrow);10;;33,75;27,87;
1230;06/11/2016;12:40:00;Baron1898(Frontrow);10;;33,75;27,87;
1231;06/11/2016;12:45:00;Baron1898(Frontrow);10;;33,75;27,87;
1232;06/11/2016;12:50:00;Baron1898(Frontrow);10;;33,13;28,40;
1233;06/11/2016;12:55:00;Baron1898(Frontrow);10;;34,38;30,41;
1234;06/11/2016;13:00:00;Baron1898(Frontrow);10;;33,75;31,02;
1235;06/11/2016;13:05:00;Baron1898(Frontrow);0;;32,50;32,29;
1236;06/11/2016;13:10:00;Baron1898(Frontrow);0;;30,00;29,15;
1237;06/11/2016;13:15:00;Baron1898(Frontrow);0;;28,75;27,35;
1238;06/11/2016;13:20:00;Baron1898(Frontrow);0;;28,75;27,35;
