,date,hour,name,waiting_time,day_type
49369,2016-11-03,17:45:00,MonsieurCannibale,5,3
49368,2016-11-03,17:40:00,MonsieurCannibale,5,3
49367,2016-11-03,17:35:00,MonsieurCannibale,5,3
49366,2016-11-03,17:30:00,MonsieurCannibale,5,3
49365,2016-11-03,17:25:00,MonsieurCannibale,5,3
49364,2016-11-03,17:20:00,MonsieurCannibale,5,3
49363,2016-11-03,17:15:00,MonsieurCannibale,5,3
49362,2016-11-03,17:10:00,MonsieurCannibale,5,3
49361,2016-11-03,17:05:00,MonsieurCannibale,5,3
49360,2016-11-03,17:00:00,MonsieurCannibale,5,3
49359,2016-11-03,16:55:00,MonsieurCannibale,5,3
49358,2016-11-03,16:50:00,MonsieurCannibale,5,3
49357,2016-11-03,16:45:00,MonsieurCannibale,5,3
49382,2016-11-03,09:00:00,KinderAvonturendoolhof,0,3
49383,2016-11-03,09:05:00,KinderAvonturendoolhof,0,3
49384,2016-11-03,09:10:00,KinderAvonturendoolhof,0,3
49385,2016-11-03,09:15:00,KinderAvonturendoolhof,0,3
49411,2016-11-03,11:25:00,KinderAvonturendoolhof,0,3
49410,2016-11-03,11:20:00,KinderAvonturendoolhof,0,3
49409,2016-11-03,11:15:00,KinderAvonturendoolhof,0,3
49408,2016-11-03,11:10:00,KinderAvonturendoolhof,0,3
49407,2016-11-03,11:05:00,KinderAvonturendoolhof,0,3
49406,2016-11-03,11:00:00,KinderAvonturendoolhof,0,3
49405,2016-11-03,10:55:00,KinderAvonturendoolhof,0,3
49404,2016-11-03,10:50:00,KinderAvonturendoolhof,0,3
49403,2016-11-03,10:45:00,KinderAvonturendoolhof,0,3
49402,2016-11-03,10:40:00,KinderAvonturendoolhof,0,3
49401,2016-11-03,10:35:00,KinderAvonturendoolhof,0,3
49400,2016-11-03,10:30:00,KinderAvonturendoolhof,0,3
49355,2016-11-03,16:35:00,MonsieurCannibale,5,3
49399,2016-11-03,10:25:00,KinderAvonturendoolhof,0,3
49397,2016-11-03,10:15:00,KinderAvonturendoolhof,0,3
49396,2016-11-03,10:10:00,KinderAvonturendoolhof,0,3
49395,2016-11-03,10:05:00,KinderAvonturendoolhof,0,3
49394,2016-11-03,10:00:00,KinderAvonturendoolhof,0,3
49393,2016-11-03,09:55:00,KinderAvonturendoolhof,0,3
49392,2016-11-03,09:50:00,KinderAvonturendoolhof,0,3
49391,2016-11-03,09:45:00,KinderAvonturendoolhof,0,3
49390,2016-11-03,09:40:00,KinderAvonturendoolhof,0,3
49389,2016-11-03,09:35:00,KinderAvonturendoolhof,0,3
49388,2016-11-03,09:30:00,KinderAvonturendoolhof,0,3
49387,2016-11-03,09:25:00,KinderAvonturendoolhof,0,3
49386,2016-11-03,09:20:00,KinderAvonturendoolhof,0,3
49398,2016-11-03,10:20:00,KinderAvonturendoolhof,0,3
48771,2016-11-03,13:05:00,Baron1898,5,3
48770,2016-11-03,13:00:00,Baron1898,5,3
48769,2016-11-03,12:55:00,Baron1898,5,3
48153,2016-11-03,17:15:00,OudeTuffer,10,3
48152,2016-11-03,17:10:00,OudeTuffer,10,3
48151,2016-11-03,17:05:00,OudeTuffer,10,3
48150,2016-11-03,17:00:00,OudeTuffer,10,3
48149,2016-11-03,16:55:00,OudeTuffer,10,3
48148,2016-11-03,16:50:00,OudeTuffer,10,3
48147,2016-11-03,16:45:00,OudeTuffer,10,3
48146,2016-11-03,16:40:00,OudeTuffer,10,3
48145,2016-11-03,16:35:00,OudeTuffer,10,3
48144,2016-11-03,16:30:00,OudeTuffer,10,3
48143,2016-11-03,16:25:00,OudeTuffer,10,3
48142,2016-11-03,16:20:00,OudeTuffer,10,3
48141,2016-11-03,16:15:00,OudeTuffer,10,3
48140,2016-11-03,16:10:00,OudeTuffer,10,3
48139,2016-11-03,16:05:00,OudeTuffer,10,3
48138,2016-11-03,16:00:00,OudeTuffer,10,3
48137,2016-11-03,15:55:00,OudeTuffer,10,3
48136,2016-11-03,15:50:00,OudeTuffer,10,3
48135,2016-11-03,15:45:00,OudeTuffer,15,3
48134,2016-11-03,15:40:00,OudeTuffer,15,3
48133,2016-11-03,15:35:00,OudeTuffer,15,3
48132,2016-11-03,15:30:00,OudeTuffer,15,3
48131,2016-11-03,15:25:00,OudeTuffer,15,3
48130,2016-11-03,15:20:00,OudeTuffer,15,3
48129,2016-11-03,14:35:00,OudeTuffer,10,3
48154,2016-11-03,17:20:00,OudeTuffer,10,3
48128,2016-11-03,14:30:00,OudeTuffer,10,3
48155,2016-11-03,17:25:00,OudeTuffer,10,3
48157,2016-11-03,17:35:00,OudeTuffer,10,3
48182,2016-11-03,09:50:00,PolkaMarina,0,3
48181,2016-11-03,09:45:00,PolkaMarina,0,3
48180,2016-11-03,09:40:00,PolkaMarina,0,3
48179,2016-11-03,09:35:00,PolkaMarina,0,3
48178,2016-11-03,09:30:00,PolkaMarina,0,3
48177,2016-11-03,09:25:00,PolkaMarina,0,3
48176,2016-11-03,09:20:00,PolkaMarina,0,3
48175,2016-11-03,09:15:00,PolkaMarina,0,3
48174,2016-11-03,09:10:00,PolkaMarina,0,3
48173,2016-11-03,09:05:00,PolkaMarina,0,3
48172,2016-11-03,09:00:00,PolkaMarina,0,3
48171,2016-11-03,08:55:00,PolkaMarina,0,3
48170,2016-11-03,08:50:00,PolkaMarina,0,3
48169,2016-11-03,08:45:00,PolkaMarina,0,3
48168,2016-11-03,08:40:00,PolkaMarina,0,3
48167,2016-11-03,08:35:00,PolkaMarina,0,3
48166,2016-11-03,08:30:00,PolkaMarina,0,3
48165,2016-11-03,18:15:00,OudeTuffer,0,3
48164,2016-11-03,18:10:00,OudeTuffer,0,3
48163,2016-11-03,18:05:00,OudeTuffer,0,3
48162,2016-11-03,18:00:00,OudeTuffer,0,3
48161,2016-11-03,17:55:00,OudeTuffer,0,3
48160,2016-11-03,17:50:00,OudeTuffer,0,3
48159,2016-11-03,17:45:00,OudeTuffer,10,3
48158,2016-11-03,17:40:00,OudeTuffer,10,3
48156,2016-11-03,17:30:00,OudeTuffer,10,3
48127,2016-11-03,14:25:00,OudeTuffer,10,3
48126,2016-11-03,14:20:00,OudeTuffer,10,3
48125,2016-11-03,14:15:00,OudeTuffer,10,3
48094,2016-11-03,11:40:00,OudeTuffer,10,3
48093,2016-11-03,11:35:00,OudeTuffer,10,3
48092,2016-11-03,11:30:00,OudeTuffer,10,3
48091,2016-11-03,11:25:00,OudeTuffer,10,3
48090,2016-11-03,11:20:00,OudeTuffer,10,3
48089,2016-11-03,11:15:00,OudeTuffer,5,3
48088,2016-11-03,11:10:00,OudeTuffer,5,3
48087,2016-11-03,11:05:00,OudeTuffer,0,3
48086,2016-11-03,11:00:00,OudeTuffer,5,3
48085,2016-11-03,10:55:00,OudeTuffer,5,3
48084,2016-11-03,10:50:00,OudeTuffer,5,3
48083,2016-11-03,10:45:00,OudeTuffer,0,3
48082,2016-11-03,10:40:00,OudeTuffer,0,3
48081,2016-11-03,10:35:00,OudeTuffer,0,3
48080,2016-11-03,10:30:00,OudeTuffer,0,3
48079,2016-11-03,10:25:00,OudeTuffer,0,3
48078,2016-11-03,10:20:00,OudeTuffer,0,3
48077,2016-11-03,10:15:00,OudeTuffer,0,3
48076,2016-11-03,10:10:00,OudeTuffer,0,3
48075,2016-11-03,10:05:00,OudeTuffer,0,3
48074,2016-11-03,10:00:00,OudeTuffer,0,3
48073,2016-11-03,09:55:00,OudeTuffer,0,3
48072,2016-11-03,09:50:00,OudeTuffer,0,3
48071,2016-11-03,09:45:00,OudeTuffer,0,3
48070,2016-11-03,09:40:00,OudeTuffer,0,3
48095,2016-11-03,11:45:00,OudeTuffer,10,3
48096,2016-11-03,11:50:00,OudeTuffer,10,3
48097,2016-11-03,11:55:00,OudeTuffer,10,3
48098,2016-11-03,12:00:00,OudeTuffer,10,3
48124,2016-11-03,14:10:00,OudeTuffer,10,3
48123,2016-11-03,14:05:00,OudeTuffer,10,3
48122,2016-11-03,14:00:00,OudeTuffer,10,3
48121,2016-11-03,13:55:00,OudeTuffer,10,3
48120,2016-11-03,13:50:00,OudeTuffer,10,3
48119,2016-11-03,13:45:00,OudeTuffer,10,3
48118,2016-11-03,13:40:00,OudeTuffer,10,3
48117,2016-11-03,13:35:00,OudeTuffer,10,3
48116,2016-11-03,13:30:00,OudeTuffer,10,3
48115,2016-11-03,13:25:00,OudeTuffer,10,3
48114,2016-11-03,13:20:00,OudeTuffer,10,3
48113,2016-11-03,13:15:00,OudeTuffer,10,3
48183,2016-11-03,09:55:00,PolkaMarina,0,3
48112,2016-11-03,13:10:00,OudeTuffer,10,3
48110,2016-11-03,13:00:00,OudeTuffer,10,3
48109,2016-11-03,12:55:00,OudeTuffer,10,3
48108,2016-11-03,12:50:00,OudeTuffer,10,3
48107,2016-11-03,12:45:00,OudeTuffer,10,3
48106,2016-11-03,12:40:00,OudeTuffer,10,3
48105,2016-11-03,12:35:00,OudeTuffer,10,3
48104,2016-11-03,12:30:00,OudeTuffer,10,3
48103,2016-11-03,12:25:00,OudeTuffer,10,3
48102,2016-11-03,12:20:00,OudeTuffer,10,3
48101,2016-11-03,12:15:00,OudeTuffer,10,3
48100,2016-11-03,12:10:00,OudeTuffer,10,3
48099,2016-11-03,12:05:00,OudeTuffer,10,3
48111,2016-11-03,13:05:00,OudeTuffer,10,3
48069,2016-11-03,09:35:00,OudeTuffer,0,3
48184,2016-11-03,10:00:00,PolkaMarina,0,3
48186,2016-11-03,10:10:00,PolkaMarina,0,3
48270,2016-11-03,17:50:00,PolkaMarina,5,3
48269,2016-11-03,17:45:00,PolkaMarina,5,3
48268,2016-11-03,17:40:00,PolkaMarina,5,3
48267,2016-11-03,17:35:00,PolkaMarina,5,3
48266,2016-11-03,17:30:00,PolkaMarina,5,3
48265,2016-11-03,17:25:00,PolkaMarina,5,3
48264,2016-11-03,17:20:00,PolkaMarina,5,3
48263,2016-11-03,17:15:00,PolkaMarina,5,3
48262,2016-11-03,17:10:00,PolkaMarina,5,3
48261,2016-11-03,17:05:00,PolkaMarina,5,3
48260,2016-11-03,17:00:00,PolkaMarina,5,3
48259,2016-11-03,16:55:00,PolkaMarina,5,3
48258,2016-11-03,16:50:00,PolkaMarina,0,3
48257,2016-11-03,16:45:00,PolkaMarina,0,3
48256,2016-11-03,16:40:00,PolkaMarina,0,3
48255,2016-11-03,16:35:00,PolkaMarina,0,3
48254,2016-11-03,16:30:00,PolkaMarina,5,3
48253,2016-11-03,16:25:00,PolkaMarina,5,3
48252,2016-11-03,16:20:00,PolkaMarina,5,3
48251,2016-11-03,16:15:00,PolkaMarina,0,3
48250,2016-11-03,16:10:00,PolkaMarina,0,3
48249,2016-11-03,16:05:00,PolkaMarina,0,3
48248,2016-11-03,16:00:00,PolkaMarina,0,3
48247,2016-11-03,15:55:00,PolkaMarina,0,3
48246,2016-11-03,15:50:00,PolkaMarina,0,3
48271,2016-11-03,17:55:00,PolkaMarina,0,3
48245,2016-11-03,15:45:00,PolkaMarina,0,3
48272,2016-11-03,18:00:00,PolkaMarina,0,3
48274,2016-11-03,18:10:00,PolkaMarina,0,3
48299,2016-11-03,10:25:00,Stoomtrein(Ruigrijk),0,3
48298,2016-11-03,10:20:00,Stoomtrein(Ruigrijk),0,3
48297,2016-11-03,10:15:00,Stoomtrein(Ruigrijk),0,3
48296,2016-11-03,10:10:00,Stoomtrein(Ruigrijk),0,3
48295,2016-11-03,10:05:00,Stoomtrein(Ruigrijk),0,3
48294,2016-11-03,10:00:00,Stoomtrein(Ruigrijk),0,3
48293,2016-11-03,09:55:00,Stoomtrein(Ruigrijk),0,3
48292,2016-11-03,09:50:00,Stoomtrein(Ruigrijk),0,3
48291,2016-11-03,09:45:00,Stoomtrein(Ruigrijk),0,3
48290,2016-11-03,09:40:00,Stoomtrein(Ruigrijk),0,3
48289,2016-11-03,09:35:00,Stoomtrein(Ruigrijk),0,3
48288,2016-11-03,09:30:00,Stoomtrein(Ruigrijk),0,3
48287,2016-11-03,09:25:00,Stoomtrein(Ruigrijk),0,3
48286,2016-11-03,09:20:00,Stoomtrein(Ruigrijk),0,3
48285,2016-11-03,09:15:00,Stoomtrein(Ruigrijk),0,3
48284,2016-11-03,09:10:00,Stoomtrein(Ruigrijk),0,3
48283,2016-11-03,09:05:00,Stoomtrein(Ruigrijk),0,3
48282,2016-11-03,09:00:00,Stoomtrein(Ruigrijk),0,3
48281,2016-11-03,08:55:00,Stoomtrein(Ruigrijk),0,3
48280,2016-11-03,08:50:00,Stoomtrein(Ruigrijk),0,3
48279,2016-11-03,08:45:00,Stoomtrein(Ruigrijk),0,3
48278,2016-11-03,08:40:00,Stoomtrein(Ruigrijk),0,3
48277,2016-11-03,08:35:00,Stoomtrein(Ruigrijk),0,3
48276,2016-11-03,08:30:00,Stoomtrein(Ruigrijk),0,3
48275,2016-11-03,18:15:00,PolkaMarina,0,3
48273,2016-11-03,18:05:00,PolkaMarina,0,3
48244,2016-11-03,15:40:00,PolkaMarina,0,3
48243,2016-11-03,15:35:00,PolkaMarina,0,3
48242,2016-11-03,15:30:00,PolkaMarina,10,3
48211,2016-11-03,12:15:00,PolkaMarina,5,3
48210,2016-11-03,12:10:00,PolkaMarina,5,3
48209,2016-11-03,12:05:00,PolkaMarina,5,3
48208,2016-11-03,12:00:00,PolkaMarina,5,3
48207,2016-11-03,11:55:00,PolkaMarina,5,3
48206,2016-11-03,11:50:00,PolkaMarina,5,3
48205,2016-11-03,11:45:00,PolkaMarina,5,3
48204,2016-11-03,11:40:00,PolkaMarina,5,3
48203,2016-11-03,11:35:00,PolkaMarina,5,3
48202,2016-11-03,11:30:00,PolkaMarina,5,3
48201,2016-11-03,11:25:00,PolkaMarina,5,3
48200,2016-11-03,11:20:00,PolkaMarina,5,3
48199,2016-11-03,11:15:00,PolkaMarina,5,3
48198,2016-11-03,11:10:00,PolkaMarina,5,3
48197,2016-11-03,11:05:00,PolkaMarina,5,3
48196,2016-11-03,11:00:00,PolkaMarina,5,3
48195,2016-11-03,10:55:00,PolkaMarina,0,3
48194,2016-11-03,10:50:00,PolkaMarina,0,3
48193,2016-11-03,10:45:00,PolkaMarina,0,3
48192,2016-11-03,10:40:00,PolkaMarina,0,3
48191,2016-11-03,10:35:00,PolkaMarina,0,3
48190,2016-11-03,10:30:00,PolkaMarina,0,3
48189,2016-11-03,10:25:00,PolkaMarina,0,3
48188,2016-11-03,10:20:00,PolkaMarina,0,3
48187,2016-11-03,10:15:00,PolkaMarina,0,3
48212,2016-11-03,12:20:00,PolkaMarina,5,3
48213,2016-11-03,12:25:00,PolkaMarina,5,3
48214,2016-11-03,12:30:00,PolkaMarina,5,3
48215,2016-11-03,12:35:00,PolkaMarina,5,3
48241,2016-11-03,15:25:00,PolkaMarina,10,3
48240,2016-11-03,15:20:00,PolkaMarina,10,3
48239,2016-11-03,14:35:00,PolkaMarina,5,3
48238,2016-11-03,14:30:00,PolkaMarina,5,3
48237,2016-11-03,14:25:00,PolkaMarina,5,3
48236,2016-11-03,14:20:00,PolkaMarina,5,3
48235,2016-11-03,14:15:00,PolkaMarina,5,3
48234,2016-11-03,14:10:00,PolkaMarina,5,3
48233,2016-11-03,14:05:00,PolkaMarina,5,3
48232,2016-11-03,14:00:00,PolkaMarina,5,3
48231,2016-11-03,13:55:00,PolkaMarina,5,3
48230,2016-11-03,13:50:00,PolkaMarina,5,3
48185,2016-11-03,10:05:00,PolkaMarina,0,3
48229,2016-11-03,13:45:00,PolkaMarina,5,3
48227,2016-11-03,13:35:00,PolkaMarina,5,3
48226,2016-11-03,13:30:00,PolkaMarina,5,3
48225,2016-11-03,13:25:00,PolkaMarina,5,3
48224,2016-11-03,13:20:00,PolkaMarina,5,3
48223,2016-11-03,13:15:00,PolkaMarina,5,3
48222,2016-11-03,13:10:00,PolkaMarina,5,3
48221,2016-11-03,13:05:00,PolkaMarina,5,3
48220,2016-11-03,13:00:00,PolkaMarina,5,3
48219,2016-11-03,12:55:00,PolkaMarina,5,3
48218,2016-11-03,12:50:00,PolkaMarina,5,3
48217,2016-11-03,12:45:00,PolkaMarina,5,3
48216,2016-11-03,12:40:00,PolkaMarina,5,3
48228,2016-11-03,13:40:00,PolkaMarina,5,3
48300,2016-11-03,10:30:00,Stoomtrein(Ruigrijk),0,3
48068,2016-11-03,09:30:00,OudeTuffer,0,3
48066,2016-11-03,09:20:00,OudeTuffer,0,3
47919,2016-11-03,16:05:00,Kinderspoor,0,3
47918,2016-11-03,16:00:00,Kinderspoor,0,3
47917,2016-11-03,15:55:00,Kinderspoor,0,3
47916,2016-11-03,15:50:00,Kinderspoor,0,3
47915,2016-11-03,15:45:00,Kinderspoor,0,3
47914,2016-11-03,15:40:00,Kinderspoor,0,3
47913,2016-11-03,15:35:00,Kinderspoor,5,3
47912,2016-11-03,15:30:00,Kinderspoor,5,3
47911,2016-11-03,15:25:00,Kinderspoor,5,3
47910,2016-11-03,15:20:00,Kinderspoor,10,3
47909,2016-11-03,14:35:00,Kinderspoor,20,3
47908,2016-11-03,14:30:00,Kinderspoor,20,3
47907,2016-11-03,14:25:00,Kinderspoor,15,3
47906,2016-11-03,14:20:00,Kinderspoor,15,3
47905,2016-11-03,14:15:00,Kinderspoor,15,3
47904,2016-11-03,14:10:00,Kinderspoor,15,3
47903,2016-11-03,14:05:00,Kinderspoor,10,3
47902,2016-11-03,14:00:00,Kinderspoor,10,3
47901,2016-11-03,13:55:00,Kinderspoor,10,3
47900,2016-11-03,13:50:00,Kinderspoor,10,3
47899,2016-11-03,13:45:00,Kinderspoor,15,3
47898,2016-11-03,13:40:00,Kinderspoor,15,3
47897,2016-11-03,13:35:00,Kinderspoor,15,3
47896,2016-11-03,13:30:00,Kinderspoor,10,3
47895,2016-11-03,13:25:00,Kinderspoor,10,3
47920,2016-11-03,16:10:00,Kinderspoor,0,3
47894,2016-11-03,13:20:00,Kinderspoor,10,3
47921,2016-11-03,16:15:00,Kinderspoor,0,3
47923,2016-11-03,16:25:00,Kinderspoor,5,3
47948,2016-11-03,08:40:00,HalveMaen,0,3
47947,2016-11-03,08:35:00,HalveMaen,0,3
47946,2016-11-03,08:30:00,HalveMaen,0,3
47945,2016-11-03,18:15:00,Kinderspoor,0,3
47944,2016-11-03,18:10:00,Kinderspoor,0,3
47943,2016-11-03,18:05:00,Kinderspoor,0,3
47942,2016-11-03,18:00:00,Kinderspoor,0,3
47941,2016-11-03,17:55:00,Kinderspoor,0,3
47940,2016-11-03,17:50:00,Kinderspoor,0,3
47939,2016-11-03,17:45:00,Kinderspoor,0,3
47938,2016-11-03,17:40:00,Kinderspoor,0,3
47937,2016-11-03,17:35:00,Kinderspoor,0,3
47936,2016-11-03,17:30:00,Kinderspoor,0,3
47935,2016-11-03,17:25:00,Kinderspoor,0,3
47934,2016-11-03,17:20:00,Kinderspoor,0,3
47933,2016-11-03,17:15:00,Kinderspoor,0,3
47932,2016-11-03,17:10:00,Kinderspoor,0,3
47931,2016-11-03,17:05:00,Kinderspoor,0,3
47930,2016-11-03,17:00:00,Kinderspoor,0,3
47929,2016-11-03,16:55:00,Kinderspoor,0,3
47928,2016-11-03,16:50:00,Kinderspoor,0,3
47927,2016-11-03,16:45:00,Kinderspoor,0,3
47926,2016-11-03,16:40:00,Kinderspoor,0,3
47925,2016-11-03,16:35:00,Kinderspoor,0,3
47924,2016-11-03,16:30:00,Kinderspoor,0,3
47922,2016-11-03,16:20:00,Kinderspoor,0,3
47893,2016-11-03,13:15:00,Kinderspoor,10,3
47892,2016-11-03,13:10:00,Kinderspoor,10,3
47891,2016-11-03,13:05:00,Kinderspoor,10,3
47860,2016-11-03,10:30:00,Kinderspoor,0,3
47859,2016-11-03,10:25:00,Kinderspoor,0,3
47858,2016-11-03,10:20:00,Kinderspoor,0,3
47857,2016-11-03,10:15:00,Kinderspoor,0,3
47856,2016-11-03,10:10:00,Kinderspoor,0,3
47855,2016-11-03,10:05:00,Kinderspoor,0,3
47854,2016-11-03,10:00:00,Kinderspoor,0,3
47853,2016-11-03,09:55:00,Kinderspoor,0,3
47852,2016-11-03,09:50:00,Kinderspoor,0,3
47851,2016-11-03,09:45:00,Kinderspoor,0,3
47850,2016-11-03,09:40:00,Kinderspoor,0,3
47849,2016-11-03,09:35:00,Kinderspoor,0,3
47848,2016-11-03,09:30:00,Kinderspoor,0,3
47847,2016-11-03,09:25:00,Kinderspoor,0,3
47846,2016-11-03,09:20:00,Kinderspoor,0,3
47845,2016-11-03,09:15:00,Kinderspoor,0,3
47844,2016-11-03,09:10:00,Kinderspoor,0,3
47843,2016-11-03,09:05:00,Kinderspoor,0,3
47842,2016-11-03,09:00:00,Kinderspoor,0,3
47841,2016-11-03,08:55:00,Kinderspoor,0,3
47840,2016-11-03,08:50:00,Kinderspoor,0,3
47839,2016-11-03,08:45:00,Kinderspoor,0,3
47838,2016-11-03,08:40:00,Kinderspoor,0,3
47837,2016-11-03,08:35:00,Kinderspoor,0,3
51575,2016-11-03,18:15:00,EftelingMuseum,0,3
47861,2016-11-03,10:35:00,Kinderspoor,0,3
47862,2016-11-03,10:40:00,Kinderspoor,0,3
47863,2016-11-03,10:45:00,Kinderspoor,0,3
47864,2016-11-03,10:50:00,Kinderspoor,0,3
47890,2016-11-03,13:00:00,Kinderspoor,5,3
47889,2016-11-03,12:55:00,Kinderspoor,5,3
47888,2016-11-03,12:50:00,Kinderspoor,5,3
47887,2016-11-03,12:45:00,Kinderspoor,5,3
47886,2016-11-03,12:40:00,Kinderspoor,5,3
47885,2016-11-03,12:35:00,Kinderspoor,5,3
47884,2016-11-03,12:30:00,Kinderspoor,10,3
47883,2016-11-03,12:25:00,Kinderspoor,0,3
47882,2016-11-03,12:20:00,Kinderspoor,5,3
47881,2016-11-03,12:15:00,Kinderspoor,5,3
47880,2016-11-03,12:10:00,Kinderspoor,5,3
47879,2016-11-03,12:05:00,Kinderspoor,0,3
47949,2016-11-03,08:45:00,HalveMaen,0,3
47878,2016-11-03,12:00:00,Kinderspoor,0,3
47876,2016-11-03,11:50:00,Kinderspoor,0,3
47875,2016-11-03,11:45:00,Kinderspoor,0,3
47874,2016-11-03,11:40:00,Kinderspoor,0,3
47873,2016-11-03,11:35:00,Kinderspoor,0,3
47872,2016-11-03,11:30:00,Kinderspoor,0,3
47871,2016-11-03,11:25:00,Kinderspoor,5,3
47870,2016-11-03,11:20:00,Kinderspoor,5,3
47869,2016-11-03,11:15:00,Kinderspoor,5,3
47868,2016-11-03,11:10:00,Kinderspoor,0,3
47867,2016-11-03,11:05:00,Kinderspoor,0,3
47866,2016-11-03,11:00:00,Kinderspoor,0,3
47865,2016-11-03,10:55:00,Kinderspoor,0,3
47877,2016-11-03,11:55:00,Kinderspoor,0,3
48067,2016-11-03,09:25:00,OudeTuffer,0,3
47950,2016-11-03,08:50:00,HalveMaen,0,3
47952,2016-11-03,09:00:00,HalveMaen,0,3
48036,2016-11-03,16:40:00,HalveMaen,0,3
48035,2016-11-03,16:35:00,HalveMaen,0,3
48034,2016-11-03,16:30:00,HalveMaen,0,3
48033,2016-11-03,16:25:00,HalveMaen,0,3
48032,2016-11-03,16:20:00,HalveMaen,0,3
48031,2016-11-03,16:15:00,HalveMaen,0,3
48030,2016-11-03,16:10:00,HalveMaen,0,3
48029,2016-11-03,16:05:00,HalveMaen,0,3
48028,2016-11-03,16:00:00,HalveMaen,0,3
48027,2016-11-03,15:55:00,HalveMaen,0,3
48026,2016-11-03,15:50:00,HalveMaen,0,3
48025,2016-11-03,15:45:00,HalveMaen,0,3
48024,2016-11-03,15:40:00,HalveMaen,0,3
48023,2016-11-03,15:35:00,HalveMaen,0,3
48022,2016-11-03,15:30:00,HalveMaen,0,3
48021,2016-11-03,15:25:00,HalveMaen,0,3
48020,2016-11-03,15:20:00,HalveMaen,0,3
48019,2016-11-03,14:35:00,HalveMaen,5,3
48018,2016-11-03,14:30:00,HalveMaen,5,3
48017,2016-11-03,14:25:00,HalveMaen,5,3
48016,2016-11-03,14:20:00,HalveMaen,5,3
48015,2016-11-03,14:15:00,HalveMaen,5,3
48014,2016-11-03,14:10:00,HalveMaen,5,3
48013,2016-11-03,14:05:00,HalveMaen,5,3
48012,2016-11-03,14:00:00,HalveMaen,5,3
48037,2016-11-03,16:45:00,HalveMaen,0,3
48011,2016-11-03,13:55:00,HalveMaen,5,3
48038,2016-11-03,16:50:00,HalveMaen,0,3
48040,2016-11-03,17:00:00,HalveMaen,0,3
48065,2016-11-03,09:15:00,OudeTuffer,0,3
48064,2016-11-03,09:10:00,OudeTuffer,0,3
48063,2016-11-03,09:05:00,OudeTuffer,0,3
48062,2016-11-03,09:00:00,OudeTuffer,0,3
48061,2016-11-03,08:55:00,OudeTuffer,0,3
48060,2016-11-03,08:50:00,OudeTuffer,0,3
48059,2016-11-03,08:45:00,OudeTuffer,0,3
48058,2016-11-03,08:40:00,OudeTuffer,0,3
48057,2016-11-03,08:35:00,OudeTuffer,0,3
48056,2016-11-03,08:30:00,OudeTuffer,0,3
48055,2016-11-03,18:15:00,HalveMaen,0,3
48054,2016-11-03,18:10:00,HalveMaen,0,3
48053,2016-11-03,18:05:00,HalveMaen,0,3
48052,2016-11-03,18:00:00,HalveMaen,0,3
48051,2016-11-03,17:55:00,HalveMaen,0,3
48050,2016-11-03,17:50:00,HalveMaen,0,3
48049,2016-11-03,17:45:00,HalveMaen,0,3
48048,2016-11-03,17:40:00,HalveMaen,0,3
48047,2016-11-03,17:35:00,HalveMaen,0,3
48046,2016-11-03,17:30:00,HalveMaen,0,3
48045,2016-11-03,17:25:00,HalveMaen,0,3
48044,2016-11-03,17:20:00,HalveMaen,0,3
48043,2016-11-03,17:15:00,HalveMaen,0,3
48042,2016-11-03,17:10:00,HalveMaen,0,3
48041,2016-11-03,17:05:00,HalveMaen,0,3
48039,2016-11-03,16:55:00,HalveMaen,0,3
48010,2016-11-03,13:50:00,HalveMaen,5,3
48009,2016-11-03,13:45:00,HalveMaen,10,3
48008,2016-11-03,13:40:00,HalveMaen,10,3
47977,2016-11-03,11:05:00,HalveMaen,5,3
47976,2016-11-03,11:00:00,HalveMaen,0,3
47975,2016-11-03,10:55:00,HalveMaen,0,3
47974,2016-11-03,10:50:00,HalveMaen,0,3
47973,2016-11-03,10:45:00,HalveMaen,0,3
47972,2016-11-03,10:40:00,HalveMaen,0,3
47971,2016-11-03,10:35:00,HalveMaen,0,3
47970,2016-11-03,10:30:00,HalveMaen,0,3
47969,2016-11-03,10:25:00,HalveMaen,0,3
47968,2016-11-03,10:20:00,HalveMaen,0,3
47967,2016-11-03,10:15:00,HalveMaen,0,3
47966,2016-11-03,10:10:00,HalveMaen,0,3
47965,2016-11-03,10:05:00,HalveMaen,0,3
47964,2016-11-03,10:00:00,HalveMaen,0,3
47963,2016-11-03,09:55:00,HalveMaen,0,3
47962,2016-11-03,09:50:00,HalveMaen,0,3
47961,2016-11-03,09:45:00,HalveMaen,0,3
47960,2016-11-03,09:40:00,HalveMaen,0,3
47959,2016-11-03,09:35:00,HalveMaen,0,3
47958,2016-11-03,09:30:00,HalveMaen,0,3
47957,2016-11-03,09:25:00,HalveMaen,0,3
47956,2016-11-03,09:20:00,HalveMaen,0,3
47955,2016-11-03,09:15:00,HalveMaen,0,3
47954,2016-11-03,09:10:00,HalveMaen,0,3
47953,2016-11-03,09:05:00,HalveMaen,0,3
47978,2016-11-03,11:10:00,HalveMaen,5,3
47979,2016-11-03,11:15:00,HalveMaen,5,3
47980,2016-11-03,11:20:00,HalveMaen,5,3
47981,2016-11-03,11:25:00,HalveMaen,5,3
48007,2016-11-03,13:35:00,HalveMaen,10,3
48006,2016-11-03,13:30:00,HalveMaen,10,3
48005,2016-11-03,13:25:00,HalveMaen,5,3
48004,2016-11-03,13:20:00,HalveMaen,5,3
