,date,hour,name,waiting_time,day_type
9007,2016-12-08,11:45:00,Baron1898,0,3
9006,2016-12-08,11:40:00,Baron1898,0,3
9005,2016-12-08,11:35:00,Baron1898,0,3
9004,2016-12-08,11:30:00,Baron1898,0,3
9003,2016-12-08,11:25:00,Baron1898,0,3
9002,2016-12-08,11:20:00,Baron1898,0,3
9001,2016-12-08,11:15:00,Baron1898,0,3
9000,2016-12-08,11:10:00,Baron1898,0,3
8999,2016-12-08,11:05:00,Baron1898,0,3
8998,2016-12-08,11:00:00,Baron1898,0,3
8997,2016-12-08,10:55:00,Baron1898,0,3
9010,2016-12-08,12:00:00,Baron1898,5,3
8777,2016-12-08,12:15:00,ijspaleis,0,3
8964,2016-12-08,18:00:00,JorisendeDraak,0,3
8962,2016-12-08,17:50:00,JorisendeDraak,0,3
8929,2016-12-08,15:05:00,JorisendeDraak,5,3
8928,2016-12-08,15:00:00,JorisendeDraak,5,3
8927,2016-12-08,14:55:00,JorisendeDraak,5,3
8926,2016-12-08,14:50:00,JorisendeDraak,5,3
8925,2016-12-08,14:45:00,JorisendeDraak,5,3
8924,2016-12-08,14:40:00,JorisendeDraak,5,3
8923,2016-12-08,14:35:00,JorisendeDraak,5,3
8922,2016-12-08,14:30:00,JorisendeDraak,5,3
8921,2016-12-08,14:25:00,JorisendeDraak,5,3
8920,2016-12-08,14:20:00,JorisendeDraak,5,3
8919,2016-12-08,14:15:00,JorisendeDraak,5,3
8918,2016-12-08,14:10:00,JorisendeDraak,5,3
8917,2016-12-08,14:05:00,JorisendeDraak,5,3
8916,2016-12-08,14:00:00,JorisendeDraak,5,3
8915,2016-12-08,13:55:00,JorisendeDraak,5,3
8914,2016-12-08,13:50:00,JorisendeDraak,5,3
8913,2016-12-08,13:45:00,JorisendeDraak,5,3
8912,2016-12-08,13:40:00,JorisendeDraak,5,3
8911,2016-12-08,13:35:00,JorisendeDraak,5,3
8910,2016-12-08,13:30:00,JorisendeDraak,5,3
8909,2016-12-08,13:25:00,JorisendeDraak,5,3
8908,2016-12-08,13:20:00,JorisendeDraak,5,3
8907,2016-12-08,13:15:00,JorisendeDraak,5,3
8906,2016-12-08,13:10:00,JorisendeDraak,5,3
8905,2016-12-08,13:05:00,JorisendeDraak,5,3
8904,2016-12-08,13:00:00,JorisendeDraak,5,3
8903,2016-12-08,12:55:00,JorisendeDraak,5,3
8930,2016-12-08,15:10:00,JorisendeDraak,5,3
8931,2016-12-08,15:15:00,JorisendeDraak,5,3
8932,2016-12-08,15:20:00,JorisendeDraak,5,3
8933,2016-12-08,15:25:00,JorisendeDraak,5,3
8961,2016-12-08,17:45:00,JorisendeDraak,0,3
8960,2016-12-08,17:40:00,JorisendeDraak,5,3
8959,2016-12-08,17:35:00,JorisendeDraak,5,3
8958,2016-12-08,17:30:00,JorisendeDraak,5,3
8957,2016-12-08,17:25:00,JorisendeDraak,5,3
8956,2016-12-08,17:20:00,JorisendeDraak,5,3
8955,2016-12-08,17:15:00,JorisendeDraak,5,3
8954,2016-12-08,17:10:00,JorisendeDraak,5,3
8953,2016-12-08,17:05:00,JorisendeDraak,5,3
8952,2016-12-08,17:00:00,JorisendeDraak,5,3
8951,2016-12-08,16:55:00,JorisendeDraak,5,3
8950,2016-12-08,16:50:00,JorisendeDraak,5,3
8949,2016-12-08,16:45:00,JorisendeDraak,5,3
8963,2016-12-08,17:55:00,JorisendeDraak,0,3
8948,2016-12-08,16:40:00,JorisendeDraak,5,3
8946,2016-12-08,16:30:00,JorisendeDraak,5,3
8945,2016-12-08,16:25:00,JorisendeDraak,5,3
8944,2016-12-08,16:20:00,JorisendeDraak,5,3
8943,2016-12-08,16:15:00,JorisendeDraak,5,3
8942,2016-12-08,16:10:00,JorisendeDraak,5,3
8941,2016-12-08,16:05:00,JorisendeDraak,5,3
8940,2016-12-08,16:00:00,JorisendeDraak,5,3
8939,2016-12-08,15:55:00,JorisendeDraak,5,3
8938,2016-12-08,15:50:00,JorisendeDraak,5,3
8937,2016-12-08,15:45:00,JorisendeDraak,5,3
8936,2016-12-08,15:40:00,JorisendeDraak,5,3
8935,2016-12-08,15:35:00,JorisendeDraak,5,3
8934,2016-12-08,15:30:00,JorisendeDraak,5,3
8947,2016-12-08,16:35:00,JorisendeDraak,5,3
9026,2016-12-08,13:20:00,Baron1898,0,3
8776,2016-12-08,12:10:00,ijspaleis,0,3
8774,2016-12-08,12:00:00,ijspaleis,0,3
8616,2016-12-08,08:40:00,Python,0,3
8615,2016-12-08,08:35:00,Python,0,3
8614,2016-12-08,08:30:00,Python,0,3
8613,2016-12-08,18:15:00,Stoomtrein(Ruigrijk),0,3
8612,2016-12-08,18:10:00,Stoomtrein(Ruigrijk),0,3
8611,2016-12-08,18:05:00,Stoomtrein(Ruigrijk),0,3
8610,2016-12-08,18:00:00,Stoomtrein(Ruigrijk),0,3
8609,2016-12-08,17:55:00,Stoomtrein(Ruigrijk),0,3
8608,2016-12-08,17:50:00,Stoomtrein(Ruigrijk),0,3
8607,2016-12-08,17:45:00,Stoomtrein(Ruigrijk),0,3
8606,2016-12-08,17:40:00,Stoomtrein(Ruigrijk),0,3
8605,2016-12-08,17:35:00,Stoomtrein(Ruigrijk),0,3
8604,2016-12-08,17:30:00,Stoomtrein(Ruigrijk),0,3
8603,2016-12-08,17:25:00,Stoomtrein(Ruigrijk),0,3
8602,2016-12-08,17:20:00,Stoomtrein(Ruigrijk),0,3
8601,2016-12-08,17:15:00,Stoomtrein(Ruigrijk),0,3
8600,2016-12-08,17:10:00,Stoomtrein(Ruigrijk),0,3
8599,2016-12-08,17:05:00,Stoomtrein(Ruigrijk),0,3
8598,2016-12-08,17:00:00,Stoomtrein(Ruigrijk),0,3
8597,2016-12-08,16:55:00,Stoomtrein(Ruigrijk),0,3
8596,2016-12-08,16:50:00,Stoomtrein(Ruigrijk),0,3
8595,2016-12-08,16:45:00,Stoomtrein(Ruigrijk),0,3
8594,2016-12-08,16:40:00,Stoomtrein(Ruigrijk),0,3
8593,2016-12-08,16:35:00,Stoomtrein(Ruigrijk),0,3
8592,2016-12-08,16:30:00,Stoomtrein(Ruigrijk),0,3
8591,2016-12-08,16:25:00,Stoomtrein(Ruigrijk),0,3
8590,2016-12-08,16:20:00,Stoomtrein(Ruigrijk),0,3
8617,2016-12-08,08:45:00,Python,0,3
8589,2016-12-08,16:15:00,Stoomtrein(Ruigrijk),0,3
8618,2016-12-08,08:50:00,Python,0,3
8620,2016-12-08,09:00:00,Python,0,3
8647,2016-12-08,11:15:00,Python,0,3
8646,2016-12-08,11:10:00,Python,0,3
8645,2016-12-08,11:05:00,Python,0,3
8644,2016-12-08,11:00:00,Python,0,3
8643,2016-12-08,10:55:00,Python,0,3
8642,2016-12-08,10:50:00,Python,0,3
8641,2016-12-08,10:45:00,Python,0,3
8640,2016-12-08,10:40:00,Python,0,3
8639,2016-12-08,10:35:00,Python,0,3
8638,2016-12-08,10:30:00,Python,0,3
8637,2016-12-08,10:25:00,Python,0,3
8636,2016-12-08,10:20:00,Python,0,3
8635,2016-12-08,10:15:00,Python,0,3
8634,2016-12-08,10:10:00,Python,0,3
8633,2016-12-08,10:05:00,Python,0,3
8632,2016-12-08,10:00:00,Python,0,3
8631,2016-12-08,09:55:00,Python,0,3
8630,2016-12-08,09:50:00,Python,0,3
8629,2016-12-08,09:45:00,Python,0,3
8628,2016-12-08,09:40:00,Python,0,3
8627,2016-12-08,09:35:00,Python,0,3
8626,2016-12-08,09:30:00,Python,0,3
8625,2016-12-08,09:25:00,Python,0,3
8624,2016-12-08,09:20:00,Python,0,3
8623,2016-12-08,09:15:00,Python,0,3
8622,2016-12-08,09:10:00,Python,0,3
8621,2016-12-08,09:05:00,Python,0,3
8619,2016-12-08,08:55:00,Python,0,3
8588,2016-12-08,16:10:00,Stoomtrein(Ruigrijk),0,3
8587,2016-12-08,16:05:00,Stoomtrein(Ruigrijk),0,3
8586,2016-12-08,16:00:00,Stoomtrein(Ruigrijk),0,3
8553,2016-12-08,13:15:00,Stoomtrein(Ruigrijk),0,3
8552,2016-12-08,13:10:00,Stoomtrein(Ruigrijk),0,3
8551,2016-12-08,13:05:00,Stoomtrein(Ruigrijk),0,3
8550,2016-12-08,13:00:00,Stoomtrein(Ruigrijk),0,3
8549,2016-12-08,12:55:00,Stoomtrein(Ruigrijk),0,3
8548,2016-12-08,12:50:00,Stoomtrein(Ruigrijk),0,3
8547,2016-12-08,12:45:00,Stoomtrein(Ruigrijk),0,3
8546,2016-12-08,12:40:00,Stoomtrein(Ruigrijk),0,3
8545,2016-12-08,12:35:00,Stoomtrein(Ruigrijk),0,3
8544,2016-12-08,12:30:00,Stoomtrein(Ruigrijk),0,3
8543,2016-12-08,12:25:00,Stoomtrein(Ruigrijk),0,3
8542,2016-12-08,12:20:00,Stoomtrein(Ruigrijk),0,3
8541,2016-12-08,12:15:00,Stoomtrein(Ruigrijk),0,3
8540,2016-12-08,12:10:00,Stoomtrein(Ruigrijk),0,3
8539,2016-12-08,12:05:00,Stoomtrein(Ruigrijk),0,3
8538,2016-12-08,12:00:00,Stoomtrein(Ruigrijk),0,3
8537,2016-12-08,11:55:00,Stoomtrein(Ruigrijk),0,3
8536,2016-12-08,11:50:00,Stoomtrein(Ruigrijk),0,3
8535,2016-12-08,11:45:00,Stoomtrein(Ruigrijk),0,3
8534,2016-12-08,11:40:00,Stoomtrein(Ruigrijk),0,3
8533,2016-12-08,11:35:00,Stoomtrein(Ruigrijk),0,3
8532,2016-12-08,11:30:00,Stoomtrein(Ruigrijk),0,3
8531,2016-12-08,11:25:00,Stoomtrein(Ruigrijk),0,3
8530,2016-12-08,11:20:00,Stoomtrein(Ruigrijk),0,3
8529,2016-12-08,11:15:00,Stoomtrein(Ruigrijk),0,3
8528,2016-12-08,11:10:00,Stoomtrein(Ruigrijk),0,3
8527,2016-12-08,11:05:00,Stoomtrein(Ruigrijk),0,3
8554,2016-12-08,13:20:00,Stoomtrein(Ruigrijk),0,3
8555,2016-12-08,13:25:00,Stoomtrein(Ruigrijk),0,3
8556,2016-12-08,13:30:00,Stoomtrein(Ruigrijk),0,3
8557,2016-12-08,13:35:00,Stoomtrein(Ruigrijk),0,3
8585,2016-12-08,15:55:00,Stoomtrein(Ruigrijk),0,3
8584,2016-12-08,15:50:00,Stoomtrein(Ruigrijk),0,3
8583,2016-12-08,15:45:00,Stoomtrein(Ruigrijk),0,3
8582,2016-12-08,15:40:00,Stoomtrein(Ruigrijk),0,3
8581,2016-12-08,15:35:00,Stoomtrein(Ruigrijk),0,3
8580,2016-12-08,15:30:00,Stoomtrein(Ruigrijk),0,3
8579,2016-12-08,15:25:00,Stoomtrein(Ruigrijk),0,3
8578,2016-12-08,15:20:00,Stoomtrein(Ruigrijk),0,3
8577,2016-12-08,15:15:00,Stoomtrein(Ruigrijk),0,3
8576,2016-12-08,15:10:00,Stoomtrein(Ruigrijk),0,3
8575,2016-12-08,15:05:00,Stoomtrein(Ruigrijk),0,3
8574,2016-12-08,15:00:00,Stoomtrein(Ruigrijk),0,3
8573,2016-12-08,14:55:00,Stoomtrein(Ruigrijk),0,3
8648,2016-12-08,11:20:00,Python,0,3
8572,2016-12-08,14:50:00,Stoomtrein(Ruigrijk),0,3
8570,2016-12-08,14:40:00,Stoomtrein(Ruigrijk),0,3
8569,2016-12-08,14:35:00,Stoomtrein(Ruigrijk),0,3
8568,2016-12-08,14:30:00,Stoomtrein(Ruigrijk),0,3
8567,2016-12-08,14:25:00,Stoomtrein(Ruigrijk),0,3
8566,2016-12-08,14:20:00,Stoomtrein(Ruigrijk),0,3
8565,2016-12-08,14:15:00,Stoomtrein(Ruigrijk),0,3
8564,2016-12-08,14:10:00,Stoomtrein(Ruigrijk),0,3
8563,2016-12-08,14:05:00,Stoomtrein(Ruigrijk),0,3
8562,2016-12-08,14:00:00,Stoomtrein(Ruigrijk),0,3
8561,2016-12-08,13:55:00,Stoomtrein(Ruigrijk),0,3
8560,2016-12-08,13:50:00,Stoomtrein(Ruigrijk),0,3
8559,2016-12-08,13:45:00,Stoomtrein(Ruigrijk),0,3
8558,2016-12-08,13:40:00,Stoomtrein(Ruigrijk),0,3
8571,2016-12-08,14:45:00,Stoomtrein(Ruigrijk),0,3
8649,2016-12-08,11:25:00,Python,0,3
8650,2016-12-08,11:30:00,Python,0,3
8651,2016-12-08,11:35:00,Python,0,3
8741,2016-12-08,09:15:00,ijspaleis,0,3
8740,2016-12-08,09:10:00,ijspaleis,0,3
8739,2016-12-08,09:05:00,ijspaleis,0,3
8738,2016-12-08,09:00:00,ijspaleis,0,3
8737,2016-12-08,08:55:00,ijspaleis,0,3
8736,2016-12-08,08:50:00,ijspaleis,0,3
8735,2016-12-08,08:45:00,ijspaleis,0,3
8734,2016-12-08,08:40:00,ijspaleis,0,3
8733,2016-12-08,08:35:00,ijspaleis,0,3
8732,2016-12-08,08:30:00,ijspaleis,0,3
8731,2016-12-08,18:15:00,Python,0,3
8730,2016-12-08,18:10:00,Python,0,3
8729,2016-12-08,18:05:00,Python,0,3
8728,2016-12-08,18:00:00,Python,0,3
8727,2016-12-08,17:55:00,Python,0,3
8726,2016-12-08,17:50:00,Python,0,3
8725,2016-12-08,17:45:00,Python,0,3
8724,2016-12-08,17:40:00,Python,0,3
8723,2016-12-08,17:35:00,Python,0,3
8722,2016-12-08,17:30:00,Python,0,3
8721,2016-12-08,17:25:00,Python,0,3
8720,2016-12-08,17:20:00,Python,0,3
8719,2016-12-08,17:15:00,Python,0,3
8718,2016-12-08,17:10:00,Python,0,3
8717,2016-12-08,17:05:00,Python,0,3
8716,2016-12-08,17:00:00,Python,5,3
8715,2016-12-08,16:55:00,Python,5,3
8742,2016-12-08,09:20:00,ijspaleis,0,3
8743,2016-12-08,09:25:00,ijspaleis,0,3
8744,2016-12-08,09:30:00,ijspaleis,0,3
8745,2016-12-08,09:35:00,ijspaleis,0,3
8773,2016-12-08,11:55:00,ijspaleis,0,3
8772,2016-12-08,11:50:00,ijspaleis,0,3
8771,2016-12-08,11:45:00,ijspaleis,0,3
8770,2016-12-08,11:40:00,ijspaleis,0,3
8769,2016-12-08,11:35:00,ijspaleis,0,3
8768,2016-12-08,11:30:00,ijspaleis,0,3
8767,2016-12-08,11:25:00,ijspaleis,0,3
8766,2016-12-08,11:20:00,ijspaleis,0,3
8765,2016-12-08,11:15:00,ijspaleis,0,3
8764,2016-12-08,11:10:00,ijspaleis,0,3
8763,2016-12-08,11:05:00,ijspaleis,0,3
8762,2016-12-08,11:00:00,ijspaleis,0,3
8761,2016-12-08,10:55:00,ijspaleis,0,3
8714,2016-12-08,16:50:00,Python,5,3
8760,2016-12-08,10:50:00,ijspaleis,0,3
8758,2016-12-08,10:40:00,ijspaleis,0,3
8757,2016-12-08,10:35:00,ijspaleis,0,3
8756,2016-12-08,10:30:00,ijspaleis,0,3
8755,2016-12-08,10:25:00,ijspaleis,0,3
8754,2016-12-08,10:20:00,ijspaleis,0,3
8753,2016-12-08,10:15:00,ijspaleis,0,3
8752,2016-12-08,10:10:00,ijspaleis,0,3
8751,2016-12-08,10:05:00,ijspaleis,0,3
8750,2016-12-08,10:00:00,ijspaleis,0,3
8749,2016-12-08,09:55:00,ijspaleis,0,3
8748,2016-12-08,09:50:00,ijspaleis,0,3
8747,2016-12-08,09:45:00,ijspaleis,0,3
8746,2016-12-08,09:40:00,ijspaleis,0,3
8759,2016-12-08,10:45:00,ijspaleis,0,3
8775,2016-12-08,12:05:00,ijspaleis,0,3
8713,2016-12-08,16:45:00,Python,5,3
8711,2016-12-08,16:35:00,Python,5,3
8678,2016-12-08,13:50:00,Python,5,3
8677,2016-12-08,13:45:00,Python,5,3
8676,2016-12-08,13:40:00,Python,5,3
8675,2016-12-08,13:35:00,Python,5,3
8674,2016-12-08,13:30:00,Python,5,3
8673,2016-12-08,13:25:00,Python,5,3
8672,2016-12-08,13:20:00,Python,5,3
8671,2016-12-08,13:15:00,Python,5,3
8670,2016-12-08,13:10:00,Python,5,3
8669,2016-12-08,13:05:00,Python,5,3
8668,2016-12-08,13:00:00,Python,5,3
8667,2016-12-08,12:55:00,Python,5,3
8666,2016-12-08,12:50:00,Python,5,3
8665,2016-12-08,12:45:00,Python,0,3
8664,2016-12-08,12:40:00,Python,0,3
8663,2016-12-08,12:35:00,Python,0,3
8662,2016-12-08,12:30:00,Python,0,3
8661,2016-12-08,12:25:00,Python,0,3
8660,2016-12-08,12:20:00,Python,0,3
8659,2016-12-08,12:15:00,Python,0,3
8658,2016-12-08,12:10:00,Python,0,3
8657,2016-12-08,12:05:00,Python,0,3
8656,2016-12-08,12:00:00,Python,0,3
8655,2016-12-08,11:55:00,Python,0,3
8654,2016-12-08,11:50:00,Python,0,3
8653,2016-12-08,11:45:00,Python,0,3
8652,2016-12-08,11:40:00,Python,0,3
8679,2016-12-08,13:55:00,Python,5,3
8680,2016-12-08,14:00:00,Python,5,3
8681,2016-12-08,14:05:00,Python,5,3
8682,2016-12-08,14:10:00,Python,5,3
8710,2016-12-08,16:30:00,Python,5,3
8709,2016-12-08,16:25:00,Python,5,3
8708,2016-12-08,16:20:00,Python,5,3
8707,2016-12-08,16:15:00,Python,5,3
8706,2016-12-08,16:10:00,Python,5,3
8705,2016-12-08,16:05:00,Python,5,3
8704,2016-12-08,16:00:00,Python,5,3
8703,2016-12-08,15:55:00,Python,5,3
8702,2016-12-08,15:50:00,Python,5,3
8701,2016-12-08,15:45:00,Python,5,3
8700,2016-12-08,15:40:00,Python,5,3
8699,2016-12-08,15:35:00,Python,5,3
8698,2016-12-08,15:30:00,Python,5,3
8712,2016-12-08,16:40:00,Python,5,3
8697,2016-12-08,15:25:00,Python,5,3
8695,2016-12-08,15:15:00,Python,5,3
8694,2016-12-08,15:10:00,Python,5,3
8693,2016-12-08,15:05:00,Python,5,3
8692,2016-12-08,15:00:00,Python,5,3
8691,2016-12-08,14:55:00,Python,5,3
8690,2016-12-08,14:50:00,Python,5,3
8689,2016-12-08,14:45:00,Python,5,3
8688,2016-12-08,14:40:00,Python,5,3
8687,2016-12-08,14:35:00,Python,5,3
8686,2016-12-08,14:30:00,Python,5,3
8685,2016-12-08,14:25:00,Python,5,3
8684,2016-12-08,14:20:00,Python,5,3
8683,2016-12-08,14:15:00,Python,5,3
8696,2016-12-08,15:20:00,Python,5,3
10030,2016-12-08,08:30:00,Gondoletta,0,3
10031,2016-12-08,08:35:00,Gondoletta,0,3
10032,2016-12-08,08:40:00,Gondoletta,0,3
11377,2016-12-08,12:35:00,Droomvlucht,0,3
11376,2016-12-08,12:30:00,Droomvlucht,0,3
11375,2016-12-08,12:25:00,Droomvlucht,0,3
11374,2016-12-08,12:20:00,Droomvlucht,0,3
11373,2016-12-08,12:15:00,Droomvlucht,0,3
11372,2016-12-08,12:10:00,Droomvlucht,0,3
11371,2016-12-08,12:05:00,Droomvlucht,0,3
11370,2016-12-08,12:00:00,Droomvlucht,0,3
11369,2016-12-08,11:55:00,Droomvlucht,0,3
11368,2016-12-08,11:50:00,Droomvlucht,0,3
11367,2016-12-08,11:45:00,Droomvlucht,0,3
11366,2016-12-08,11:40:00,Droomvlucht,0,3
11365,2016-12-08,11:35:00,Droomvlucht,0,3
11364,2016-12-08,11:30:00,Droomvlucht,0,3
11363,2016-12-08,11:25:00,Droomvlucht,0,3
11362,2016-12-08,11:20:00,Droomvlucht,0,3
11361,2016-12-08,11:15:00,Droomvlucht,0,3
11360,2016-12-08,11:10:00,Droomvlucht,0,3
11359,2016-12-08,11:05:00,Droomvlucht,0,3
11358,2016-12-08,11:00:00,Droomvlucht,0,3
11357,2016-12-08,10:55:00,Droomvlucht,0,3
11356,2016-12-08,10:50:00,Droomvlucht,0,3
11355,2016-12-08,10:45:00,Droomvlucht,0,3
11354,2016-12-08,10:40:00,Droomvlucht,0,3
11353,2016-12-08,10:35:00,Droomvlucht,0,3
11352,2016-12-08,10:30:00,Droomvlucht,0,3
11351,2016-12-08,10:25:00,Droomvlucht,0,3
11378,2016-12-08,12:40:00,Droomvlucht,0,3
11350,2016-12-08,10:20:00,Droomvlucht,0,3
11379,2016-12-08,12:45:00,Droomvlucht,0,3
11381,2016-12-08,12:55:00,Droomvlucht,0,3
11408,2016-12-08,15:10:00,Droomvlucht,0,3
11407,2016-12-08,15:05:00,Droomvlucht,0,3
11406,2016-12-08,15:00:00,Droomvlucht,0,3
11405,2016-12-08,14:55:00,Droomvlucht,0,3
11404,2016-12-08,14:50:00,Droomvlucht,0,3
11403,2016-12-08,14:45:00,Droomvlucht,0,3
11402,2016-12-08,14:40:00,Droomvlucht,0,3
11401,2016-12-08,14:35:00,Droomvlucht,0,3
11400,2016-12-08,14:30:00,Droomvlucht,0,3
11399,2016-12-08,14:25:00,Droomvlucht,0,3
11398,2016-12-08,14:20:00,Droomvlucht,0,3
11397,2016-12-08,14:15:00,Droomvlucht,0,3
11396,2016-12-08,14:10:00,Droomvlucht,0,3
11395,2016-12-08,14:05:00,Droomvlucht,0,3
11394,2016-12-08,14:00:00,Droomvlucht,0,3
11393,2016-12-08,13:55:00,Droomvlucht,0,3
11392,2016-12-08,13:50:00,Droomvlucht,0,3
11391,2016-12-08,13:45:00,Droomvlucht,0,3
11390,2016-12-08,13:40:00,Droomvlucht,0,3
11389,2016-12-08,13:35:00,Droomvlucht,0,3
11388,2016-12-08,13:30:00,Droomvlucht,0,3
11387,2016-12-08,13:25:00,Droomvlucht,0,3
11386,2016-12-08,13:20:00,Droomvlucht,0,3
11385,2016-12-08,13:15:00,Droomvlucht,0,3
11384,2016-12-08,13:10:00,Droomvlucht,0,3
11383,2016-12-08,13:05:00,Droomvlucht,0,3
11382,2016-12-08,13:00:00,Droomvlucht,0,3
11380,2016-12-08,12:50:00,Droomvlucht,0,3
11349,2016-12-08,10:15:00,Droomvlucht,0,3
11348,2016-12-08,10:10:00,Droomvlucht,0,3
11347,2016-12-08,10:05:00,Droomvlucht,0,3
11314,2016-12-08,17:10:00,Stoomtrein(Marerijk),0,3
11313,2016-12-08,17:05:00,Stoomtrein(Marerijk),0,3
11312,2016-12-08,17:00:00,Stoomtrein(Marerijk),0,3
11311,2016-12-08,16:55:00,Stoomtrein(Marerijk),0,3
11310,2016-12-08,16:50:00,Stoomtrein(Marerijk),0,3
11309,2016-12-08,16:45:00,Stoomtrein(Marerijk),0,3
11308,2016-12-08,16:40:00,Stoomtrein(Marerijk),0,3
11307,2016-12-08,16:35:00,Stoomtrein(Marerijk),0,3
11306,2016-12-08,16:30:00,Stoomtrein(Marerijk),0,3
11305,2016-12-08,16:25:00,Stoomtrein(Marerijk),0,3
11304,2016-12-08,16:20:00,Stoomtrein(Marerijk),0,3
11303,2016-12-08,16:15:00,Stoomtrein(Marerijk),0,3
11302,2016-12-08,16:10:00,Stoomtrein(Marerijk),0,3
11301,2016-12-08,16:05:00,Stoomtrein(Marerijk),0,3
11300,2016-12-08,16:00:00,Stoomtrein(Marerijk),0,3
11299,2016-12-08,15:55:00,Stoomtrein(Marerijk),0,3
11298,2016-12-08,15:50:00,Stoomtrein(Marerijk),0,3
11297,2016-12-08,15:45:00,Stoomtrein(Marerijk),0,3
11296,2016-12-08,15:40:00,Stoomtrein(Marerijk),0,3
11295,2016-12-08,15:35:00,Stoomtrein(Marerijk),0,3
11294,2016-12-08,15:30:00,Stoomtrein(Marerijk),0,3
11293,2016-12-08,15:25:00,Stoomtrein(Marerijk),0,3
11292,2016-12-08,15:20:00,Stoomtrein(Marerijk),0,3
11291,2016-12-08,15:15:00,Stoomtrein(Marerijk),0,3
11290,2016-12-08,15:10:00,Stoomtrein(Marerijk),0,3
11289,2016-12-08,15:05:00,Stoomtrein(Marerijk),0,3
11288,2016-12-08,15:00:00,Stoomtrein(Marerijk),0,3
11315,2016-12-08,17:15:00,Stoomtrein(Marerijk),0,3
11316,2016-12-08,17:20:00,Stoomtrein(Marerijk),0,3
11317,2016-12-08,17:25:00,Stoomtrein(Marerijk),0,3
11318,2016-12-08,17:30:00,Stoomtrein(Marerijk),0,3
11346,2016-12-08,10:00:00,Droomvlucht,0,3
11345,2016-12-08,09:55:00,Droomvlucht,0,3
11344,2016-12-08,09:50:00,Droomvlucht,0,3
11343,2016-12-08,09:45:00,Droomvlucht,0,3
11342,2016-12-08,09:40:00,Droomvlucht,0,3
11341,2016-12-08,09:35:00,Droomvlucht,0,3
11340,2016-12-08,09:30:00,Droomvlucht,0,3
11339,2016-12-08,09:25:00,Droomvlucht,0,3
11338,2016-12-08,09:20:00,Droomvlucht,0,3
11337,2016-12-08,09:15:00,Droomvlucht,0,3
11336,2016-12-08,09:10:00,Droomvlucht,0,3
11335,2016-12-08,09:05:00,Droomvlucht,0,3
11334,2016-12-08,09:00:00,Droomvlucht,0,3
11409,2016-12-08,15:15:00,Droomvlucht,0,3
11333,2016-12-08,08:55:00,Droomvlucht,0,3
11331,2016-12-08,08:45:00,Droomvlucht,0,3
11330,2016-12-08,08:40:00,Droomvlucht,0,3
11329,2016-12-08,08:35:00,Droomvlucht,0,3
11328,2016-12-08,08:30:00,Droomvlucht,0,3
11327,2016-12-08,18:15:00,Stoomtrein(Marerijk),0,3
11326,2016-12-08,18:10:00,Stoomtrein(Marerijk),0,3
11325,2016-12-08,18:05:00,Stoomtrein(Marerijk),0,3
11324,2016-12-08,18:00:00,Stoomtrein(Marerijk),0,3
11323,2016-12-08,17:55:00,Stoomtrein(Marerijk),0,3
11322,2016-12-08,17:50:00,Stoomtrein(Marerijk),0,3
11321,2016-12-08,17:45:00,Stoomtrein(Marerijk),0,3
11320,2016-12-08,17:40:00,Stoomtrein(Marerijk),0,3
11319,2016-12-08,17:35:00,Stoomtrein(Marerijk),0,3
11332,2016-12-08,08:50:00,Droomvlucht,0,3
11287,2016-12-08,14:55:00,Stoomtrein(Marerijk),0,3
11410,2016-12-08,15:20:00,Droomvlucht,0,3
11412,2016-12-08,15:30:00,Droomvlucht,0,3
11502,2016-12-08,13:10:00,VillaVolta,15,3
11501,2016-12-08,13:05:00,VillaVolta,15,3
11500,2016-12-08,13:00:00,VillaVolta,15,3
11499,2016-12-08,12:55:00,VillaVolta,15,3
11498,2016-12-08,12:50:00,VillaVolta,15,3
11497,2016-12-08,12:45:00,VillaVolta,15,3
11496,2016-12-08,12:40:00,VillaVolta,15,3
11495,2016-12-08,12:35:00,VillaVolta,15,3
11494,2016-12-08,12:30:00,VillaVolta,15,3
11493,2016-12-08,12:25:00,VillaVolta,15,3
11492,2016-12-08,12:20:00,VillaVolta,15,3
11491,2016-12-08,12:15:00,VillaVolta,15,3
11490,2016-12-08,12:10:00,VillaVolta,15,3
11489,2016-12-08,12:05:00,VillaVolta,15,3
11488,2016-12-08,12:00:00,VillaVolta,15,3
11487,2016-12-08,11:55:00,VillaVolta,15,3
11486,2016-12-08,11:50:00,VillaVolta,30,3
11485,2016-12-08,11:45:00,VillaVolta,30,3
11484,2016-12-08,11:40:00,VillaVolta,30,3
11483,2016-12-08,11:35:00,VillaVolta,30,3
11482,2016-12-08,11:30:00,VillaVolta,15,3
11481,2016-12-08,11:25:00,VillaVolta,15,3
11480,2016-12-08,11:20:00,VillaVolta,15,3
11479,2016-12-08,11:15:00,VillaVolta,15,3
11478,2016-12-08,11:10:00,VillaVolta,15,3
11477,2016-12-08,11:05:00,VillaVolta,15,3
11476,2016-12-08,11:00:00,VillaVolta,15,3
11503,2016-12-08,13:15:00,VillaVolta,15,3
11475,2016-12-08,10:55:00,VillaVolta,15,3
11504,2016-12-08,13:20:00,VillaVolta,15,3
11506,2016-12-08,13:30:00,VillaVolta,15,3
11533,2016-12-08,15:45:00,VillaVolta,15,3
11532,2016-12-08,15:40:00,VillaVolta,15,3
11531,2016-12-08,15:35:00,VillaVolta,15,3
